"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Tubb6",63.32,105.4,161.83,141.58,195.88,55.47,50.09,43.63,51.86,88.8,87.64,175.73,170.87
"Def8",39.17,55.23,38.86,35.75,18.55,33.36,23.83,32.95,32.2,46.21,32.61,47.05,38.85
"Meox1",0.14,0.46,0.19,0.57,0.33,46.5,25.09,12.77,15.07,10.12,5.18,8.92,5.84
"Sost",0.04,0.07,0.06,0.18,0,0.04,0,0,0,0,0.03,0.57,0.47
"Nkx2-1",0,0,0,0,0,0,0.03,0,0,0,0,0,0
"Pax9",0.24,0.11,0.03,0.05,0,0.09,0.09,0.02,0.27,0.05,0.11,0.09,0.25
"Irx2",3.65,5.22,0.93,1.3,0.92,4.88,1.45,6.08,4.39,4.96,1.24,1.94,1.82
"Col1a1",1.04,1.56,0.52,0.31,55.23,281.68,180.08,253.86,312.43,380.25,508.33,989.64,1145.17
"Itga3",8.62,13.88,75.17,51.4,1.18,2.71,2.53,1.76,4.06,6.2,5.56,15.09,10.65
"Sgca",0.58,0.4,0.16,0,0,0.3,0.29,0.43,0,0.71,0.26,0.49,0.7
"Dlx3",0.09,0.08,0.76,0.42,8.69,0.54,0.79,0.25,0.52,0.58,0.46,0.7,0.46
"Foxm1",16.69,28.02,26.7,23.92,19.83,52.11,40.78,30.01,37.71,43.27,34.87,45.96,46.16
"Itfg2",29.77,47.5,34.46,18.35,25.58,32.86,19.16,13.35,21.44,18.79,16.16,24.8,35.69
"Nrip2",0,0,0.19,0,0,0.2,0.69,0.94,0.88,1.17,1.61,1.24,1.88
"Tulp3",20.65,30.19,33.49,31.37,56.31,24.35,20.89,25.96,26.79,32.73,31.4,35.92,38.18
"Gtf2h4",41.83,47.5,61.64,53.16,38.13,36.01,29.86,26.77,29.08,28.9,24.43,29.13,30.91
"Tubb5",1539.71,1871.83,1695.88,1712.63,1159.29,1958.61,1594.79,1218.28,1363.85,1429.86,1367.61,1768.04,1793.05
"Ell2",16.62,25.06,14.18,18.31,5.68,4.41,3.39,3.46,4.23,3.92,2.32,5.9,5.25
"Jup",106.1,125.74,36.88,35.73,72.85,70.64,59.15,62.35,70.84,77.04,53.72,99.9,101.17
"Fkbp10",1.16,1.72,17.29,13.5,36,114.36,81.45,151.15,135.46,209.99,172.61,233.91,215.68
"Klhl10",0.77,0.89,0.81,0.39,0.78,0.66,0.11,0.48,0.99,1.16,0.54,0.58,0.97
"Mnx1",1.69,1.48,0.99,0.7,0.45,0.35,0.07,0.37,0.1,0.26,0.2,0.58,0.36
"Nom1",18.77,17.42,22.84,23.05,17.2,18.35,16.98,12.85,20.51,17.82,14.84,18.45,17.23
"Ergic1",79.83,110.88,83.12,82.53,79.91,177.41,127.76,116.37,125.27,150.75,132.81,170.25,189.32
"Tnk1",3.14,2.3,8.86,4.81,0.61,0.14,0.23,0.13,0.2,0.3,0.14,1.01,0.39
"Acap1",1.42,0.55,1.44,0.78,1.38,0.45,1.4,2.91,5.33,3.8,6.19,4.4,6.67
"Tcea3",85.31,77.22,71.73,75.57,8.7,2.47,2.18,2.47,4.03,4.74,3.42,6.96,4.86
"Csn3",0,0,0.71,0.11,0,1.18,1.21,0.4,0,0.79,0.29,1.18,0.13
"Ifrd1",61.69,57.8,216.02,209.74,55.7,33.06,24.64,27.95,33.22,45.23,23.57,42.05,24.7
"Stk38l",15.53,22.5,11.64,13.02,10.86,7.72,7.37,6.33,9.26,7.91,8.35,9.08,8.43
"Brpf1",11.3,18.25,22.78,16.97,17.44,19.68,18.49,15.36,16.08,15.91,12.66,17,16.46
"Akr1b1",369.88,423.79,332.04,406.04,83.78,106.17,58.86,65.48,66.1,100.19,74.58,123.56,111.4
"Hoxc13",4.59,6.66,0.22,0.34,2.49,0.19,0,0.03,0,0.06,0,0,0.05
"Hoxc11",0,0.45,0,0,4.78,0.9,2.49,0.26,1.51,0.4,0.3,0.21,0.36
"Hoxc8",0.03,0.04,0,0.02,36.59,86.61,39.25,58.21,31.8,78.25,53.53,56.28,49.61
"Hoxc6",0.34,0.13,0,0.07,46.97,74.91,38.91,54.67,33.19,49.07,34.74,41.57,39.35
"Gstt1",1.21,0.07,4.37,3.33,0.59,6.38,2.3,7.08,4.95,20.65,12.29,36.14,32.18
"Gstt3",4.93,5.9,4.18,4.45,4.16,4.2,2.99,2.54,4.67,6.19,7.05,16.81,15.89
"Ddt",98.01,96.04,114.27,97.48,103.95,51.15,43.21,55.16,53.94,53.63,48.61,50.8,44.18
"Tat",0.1,0.12,0.03,0.07,0.07,0,0,0,0,0.06,0,0,0
"Marveld3",0.69,0.26,5.5,3.16,0.69,0,0,0.16,0,0,1.02,0.26,0.32
"Ddx18",137.36,168.91,187.3,177.17,116.25,69.3,63.1,51.94,53.33,69.33,48.15,63.93,68.65
"Ubl3",43.1,61.68,36.28,32.21,21.92,32.85,30.45,30.85,36.19,42.74,40.72,37.23,40.56
"Gramd2b",0.62,0.17,6.94,9.15,2.16,14.72,12.42,15.82,14.47,20.91,16.27,19.78,21.29
"Eef1e1",88.2,91.95,97.68,101.77,83.13,36.8,25.47,19.84,27.42,30.89,17.04,21.18,30.98
"Akt1",36.35,44.34,34.38,33.83,69.6,176.87,153.5,126.68,151.49,159.72,170.32,200.32,226.5
"Cldn15",0,0.15,0,0.1,0.09,0.47,0.08,0.24,0.29,0.12,0.18,0.45,0.47
"Il16",0,0,0.02,0,0.03,0.15,0.25,0.3,0.27,0.56,0.21,0.1,0.29
"Tcirg1",7.14,14.64,8.92,12.1,17.06,3.71,5.04,6.25,4.29,9.04,6.11,8.81,10.48
"Naglu",1.11,1.85,2.71,1.54,5.51,7.69,6.01,10.95,9.49,15.03,14.05,25.09,24.72
"Coasy",31.96,26.61,34.31,19.51,24.18,33.04,28.08,30.69,29.98,30.39,28.62,34.31,30.87
"Smo",9.45,16.69,36.61,40.65,35.35,105.01,93.18,73.41,92.01,93.58,86.88,112.3,122.91
"Tspan33",3.63,3.01,8.28,5.46,1.55,0.8,0.15,0.34,0.32,0.81,0.76,1.72,1.18
"Crnkl1",29.7,29.16,27.35,30.53,23.23,24.88,27.89,28.37,36.61,29.42,26.53,23.75,23.09
"Rin2",0.84,0.72,1.58,2.02,2.89,7.81,11.05,9.74,10.21,15.81,19.5,16.65,19.51
"Folh1",0.07,0.04,0.64,0.51,0.05,0,0,0.03,0,0,0.05,0,0
"Chordc1",38.83,45.26,40.88,49.24,51.23,50.67,57.8,43.86,65.5,57.9,39.26,39.09,34.5
"Rtcb",166.88,155.38,173.87,195.69,209.82,155.57,163.46,143.42,171.34,158.22,141.79,145.42,141.61
"Pwp1",59.52,64.43,74.34,84.91,52.31,42.84,48.76,45.77,49,41.69,38.48,40.38,37.57
"Fbxo7",14.2,15.73,11.62,10.69,14.2,11.44,7.22,8.39,9.83,11.17,7.14,14.07,13.03
"Capns1",430.8,538.42,130.02,147.52,142.42,302.2,199.07,239.78,251.26,317.25,270.46,395.38,437.33
"Lrp3",1.88,3.94,5.62,4.24,6.22,30.64,20.71,19.88,18.35,25.35,20.34,26.86,24.63
"Dsg4",0,0,0,0,0,0.02,0,0,0,0,0,0.05,0
"Evx2",0,0,0,0,0,0.22,0.32,0.12,0.16,0.11,0.2,0.14,0.23
"Hoxd13",1.3,2.1,1.76,2.54,3.88,0.25,2.93,0.12,1.56,0.29,1.05,0.77,1.27
"Hoxd12",0.03,0.03,0,0.02,0.45,0.06,1.78,0,1.32,0,0.11,0.07,0.48
"Folr1",135.7,197.08,119.15,202.96,1.83,4.24,1.71,3.14,2.15,5.77,1.85,13.06,6.45
"Clpb",79.84,107.32,88.12,74.72,30.22,67.19,40.62,31.33,37.97,49.75,31.6,48.8,45.54
"Septin7",65.41,64.16,60.71,77.61,77.86,157,145.48,191.86,197.46,237.61,186.83,177.03,158.88
"Zdhhc4",21.96,27.25,23.75,21.63,24.63,34.68,24.43,32.56,32.19,36.88,32.58,41.24,48.59
"Rac1",170.61,217.36,229.17,249.74,269.9,417.1,329.99,325.6,334.96,409.89,334.56,441.77,446.18
"Nup214",69.32,85.54,72.86,67.57,39.31,59.71,38.08,32.43,34.67,44.52,29.78,44.54,48.31
"Aif1l",6.34,6.21,26.05,18.12,11.91,33.73,61.09,17.83,38.85,21.93,32.85,18.36,22.79
"Ltbp1",3.71,4.13,5.56,5.56,2.89,80.77,81.6,48.77,81.19,55.51,70.95,54.96,63.48
"Ugp2",28.15,25.64,24.28,26.29,25.48,64.82,52.98,97.84,81.58,114.58,80.78,87.33,70.13
"Kcnh6",0.18,0.16,1.77,0.72,0,0.05,0,0.03,0,0.05,0.37,0.1,0.17
"Trmt1",104.81,91.36,129.99,109.3,96.2,88.42,60.92,64.38,47.35,72.44,40.09,64.1,52
"Nacc1",115.37,141.54,170.26,136.73,107.02,127.95,75.38,66.64,66.62,87.61,59.07,100.39,70.95
"Nfix",4.98,5.78,1.32,1.71,0.25,3.54,0.51,24.06,12.08,84.14,78.26,190.97,152.19
"Slc1a5",56.73,101.05,123.16,91.55,138.32,10.74,8.85,2.98,3.63,4.68,7.07,8.67,7.5
"Uba1",292.38,412.46,232.56,259.86,182.47,260.35,190.61,184.35,195.92,210.62,181.75,231.34,244.19
"Vwf",10.85,18.02,0.98,1.17,0.79,0.08,0.42,0.05,0.64,0.2,0.19,0.05,0.55
"Siae",5.42,6.69,3.89,5.41,2.29,5.49,4.41,12.16,12.49,17.46,15.41,16.28,15.79
"Vsig2",3.43,2.15,1.11,0.88,0,0,0,0,0,0.18,0.25,0,0.3
"Esam",0.75,0.86,0.23,0.51,0.31,1.7,5.45,3.29,5.95,7.51,7.14,3.6,9.35
"Spa17",3.73,2.22,2.92,3.87,3.2,3.66,5.57,16.22,13,11.48,8.5,5.17,6.32
"Fam50a",75.03,93.66,85.11,78.44,91.11,61.26,57.65,69.74,76.54,85.22,67.12,72.52,69.14
"Emd",76.51,124.58,105.76,117.2,75.06,112.08,114.57,107.49,125.7,111.96,119.27,106.73,124.75
"Taco1",24.91,22.4,23.93,22.22,17.22,21.78,20.91,30.71,28.34,27.09,22.34,24.93,24.25
"Grik3",5.41,13.37,4.58,2.7,14.21,0.66,0.2,0.33,0.37,0.54,1.08,0.94,1.46
"Gria3",0.41,0.25,0.84,1.83,1.58,10.22,9.13,10.64,10.63,22.3,19.6,20.08,20.62
"Npas1",0.13,0,0.35,0.51,0.59,0.13,0,0,0,0,0,0,0
"Sipa1l2",13.81,20.77,18.48,12.97,11.85,9.64,10.88,8.7,14.47,10.64,11.59,13.96,13.01
"Ap4e1",3.92,6.18,9.73,8.16,6.17,4.97,5.19,5.32,3.89,5.6,4.48,5.48,4.51
"Blvra",13.73,13.1,12.28,14.04,9.47,14.29,12.14,21.56,18.27,30.24,22.88,29.28,27.24
"Pdzd4",12.02,14.49,79.37,68.58,4.05,14.24,12.28,12.88,15.57,17.66,16.3,20.95,25.48
"Srpk3",0,0,0,0.13,0,0,0,0.04,0,0,0.07,0.04,0
"Idh3g",169.26,209.64,144.27,150.59,89.82,138.33,75.54,106.18,87.67,119.41,81.36,118.68,119.02
"Pnck",1.34,1.75,0.58,0.42,0.11,1.23,0.75,1.24,1.52,2.05,1.91,5.41,3.1
"Ssr4",79.97,132.76,79.97,101.96,179.55,91.94,70.82,100.81,100.49,98.84,99.92,109.19,169.91
"Bcap31",127.05,157.39,100.93,140.18,97.44,105.02,80.65,84.88,88.8,122.45,95.49,122.22,122.71
"Fam98a",35.09,36.04,36.39,35.65,18.73,22.88,22.99,20.95,23,24.52,22.36,27.81,23.31
"Ltbp2",0.33,0,0.3,0.18,0.46,0,0.02,0,0.06,0,0.14,0.23,0.26
"Kmt2a",2.68,5.12,7.52,4.05,10.15,13.4,10.91,13.25,12.23,15.31,14.17,12.91,12.86
"Ift46",117.68,105.46,69.37,79.42,100.29,125.74,123.79,132.8,146.21,140.49,115.13,117.52,114.71
"Tmem25",0.44,0.28,0.77,0.38,0.42,0.21,0.36,0.96,0.7,0.14,0.42,1.11,0.83
"Cd3g",8.43,13.09,0.19,0.49,0,0,0,0,0,0,0,0,0
"Trappc6a",20.49,23.71,22.67,20.25,50.78,35.33,31.96,24.7,28.6,28.33,23.98,23.05,30.87
"Supt6",52.89,46.64,103.53,84.55,50.98,91.4,65.84,88.1,76.59,83.14,68.76,78.5,69.47
"Spag5",20.79,22.33,25.84,19.08,23.67,44.86,32.7,29.93,32.35,36.55,26.57,35.7,30.39
"Foxn1",0.09,0.27,0.02,0.05,0,0,0,0,0,0,0,0,0
"Unc119",38.83,32.12,37.63,27.13,39.13,95.06,65.14,80.25,70.06,89.77,74.71,97.27,91.87
"Rab34",25.37,21.32,50.31,35.29,68.8,124.65,82.52,95.07,81.91,124.33,81.9,124.67,114.1
"Sdf2",39.75,34.39,57.36,42.31,84.81,114.55,80.37,126.8,110.77,166.61,96.7,149.65,153.11
"Ccne1",78.26,113.38,149.37,153.37,42.18,36.34,36.59,28.36,29.57,37.47,30.98,36.84,39.8
"Hsf2bp",72.04,80.72,45.75,47.83,1.66,1.61,1.24,2.32,0.8,2.08,1.17,2.13,1.35
"Bbc3",19.97,20.77,40.06,28.44,17.55,11.13,11.99,7.83,6.85,9.65,6.53,15.22,10.2
"Mybpc3",0.88,0.91,0.11,0.02,0,0,0.02,0,0.1,0.09,0.09,0.12,0.14
"Psmc3",252.58,229.53,274.76,252.47,232.64,284.11,262.4,325.17,336.76,344.47,306.63,292.02,266.92
"Acp2",5.54,8.43,13.63,13.09,21.26,32.12,28.41,43.48,40.59,44.34,39.26,40.69,40.97
"Rapsn",3.93,7.45,1.82,0.95,0,0.06,0.12,0,0,0.26,0.22,0.12,0
"Slc39a13",3.64,6.05,5.03,2.47,4.08,12.65,8.55,13.43,10.86,18.28,15.42,21.07,26.27
"Celf2",1.92,3.75,4.97,4.67,14.34,13.97,6.34,12.26,12.27,20.81,15.32,32.34,21.18
"Nr1h3",0.16,0.91,0.34,0.53,0.94,1.65,0.27,0.46,0.76,0.32,0.08,1.17,0.85
"Ddb2",6.35,7.92,10.31,8.27,5.58,3.48,3.27,3.06,3.56,4.52,3.6,4.06,4.51
"Spi1",0.53,0.78,1.05,0.66,0,0,0.18,0,0,0,0.42,0.16,0.42
"Sf3a1",116.79,110.24,117.64,131.35,86.05,138.11,96.47,97.2,93.66,102.07,79.52,102.06,93.79
"Stat6",14.12,21.05,16.93,17.26,9.81,7.72,8.98,8.06,10.66,12.97,12.02,16.43,17.15
"Clgn",0.55,1.34,3.28,2.7,0.36,1.05,0.78,0.22,0.43,0.3,0.24,0.9,0.33
"Napsa",0,0.31,0.04,0.15,0,0,0,0.34,0,0.17,0,0,0
"Vrk3",25.88,34.93,24.88,21.59,21.16,49.54,35.39,43.74,38.08,46.31,37.12,57.53,50.26
"Smg9",20.66,28.07,23.71,19.18,21.86,18.22,10.81,12.21,13.19,12.63,9.67,19.43,16.77
"Paxip1",23.03,40.24,33.51,22.62,30.77,36.81,27.6,19.38,15.7,25.72,20.34,21.17,21.05
"Rmnd5a",25.46,34.69,28.27,32.59,32.5,57.1,51.88,45.7,43.63,43.55,38.38,36.95,33.23
"Mov10",116.34,183.04,15.09,22.24,5.43,45.96,37.68,30.17,39.72,34.28,39.83,46.3,59.24
"Ppm1j",6.87,13.37,3.77,4.42,0.05,0.28,0.71,0.27,1.58,1.49,0.36,0.29,1.39
"Rhoc",20.26,18.03,34.42,26.69,15.14,196.29,208.88,153.24,189.39,213.57,185.98,238.66,277.38
"Tead3",2.4,2.65,5.27,3.59,4.95,37.73,20.54,31.33,34.05,40.41,34.37,57.46,73.13
"Ppard",11.09,17.98,10.96,9.06,21.3,18.39,15.25,15.78,19.11,14.79,12.9,16.49,19.11
"Def6",29.6,29.58,21.48,20.32,21.75,4.39,3.07,3.7,3.73,5.3,3.34,6.14,4.6
"Peg3",13.19,23.53,32.72,51.67,341.56,1326.69,1141.31,1022.44,1058.24,940.33,801.42,708.29,685.03
"Zim1",0.05,0.04,0.13,0.21,0.38,0.65,2.17,0.28,2.23,0.71,2.72,1.19,3.67
"Metrn",30.83,33.35,42.08,43.54,9.28,90.82,72.24,39.79,46.16,46.33,42.17,61.47,75.55
"Lmf1",8.73,9.58,11.96,12.24,18.31,20.08,15.71,16.38,17,18.18,14.16,19.45,17.77
"Ciao3",9.08,11.69,12.57,10.74,7.43,12.82,9.95,14.14,12.94,18.14,13.36,15.35,14.61
"Angptl4",13.13,14.26,8.78,8.93,1.11,7.94,8.36,10.63,18.19,30.48,46.79,50.23,62.41
"Dbf4",71.89,90.39,92.74,99.62,75.1,45.83,51.08,33.98,42.99,37.55,35.29,35.45,33.63
"Daxx",74.7,89.34,75.47,64.9,38.01,45.38,32.83,27.42,37.09,35.61,25.95,35.09,37.66
"Cd320",54.01,54.65,78.4,69.49,66.39,71.34,47.8,41.33,44.25,44.29,39.87,50.59,59.69
"Ipo4",69.89,94.35,95.11,89.02,63.93,78.39,55.26,62.35,65.37,71.12,76.73,96.29,81.16
"Tm9sf1",15.83,22.02,21.23,20.64,30.91,41.43,33.52,33.61,42.05,42.2,41.53,52.99,51.42
"Rec8",18.25,14.84,10.09,9.38,20.74,84.34,25.44,29.63,16,36.96,14.06,35.93,19.58
"Irf9",8.51,7.69,1.64,0.85,4.37,5.05,4.59,5.31,5,11.16,8.7,12.76,13.37
"Gmpr2",19.29,15.47,16.94,18.71,19.13,22.53,21.25,25.81,29.6,28.28,20.38,27.18,24.6
"Mdp1",16.1,20.6,19.89,18.39,23.89,28.24,22.04,32.82,36.51,37.54,28.21,31.39,34.06
"Dhrs1",21.02,23.5,12.44,10.88,36.42,77.25,57.04,68.69,71.34,77.52,61.69,93.3,82.48
"Ncan",0.15,0.17,3.73,2.21,0.08,1.11,0.67,0.6,0.46,1,0.66,2.17,0.96
"Tmem161a",15.85,21.19,38.38,18.3,41.59,56.89,26.12,40.54,32.44,58.22,30.12,57.49,55.26
"Armc6",17.45,16.4,33.31,24.8,8.53,15.45,10.52,12.12,8.16,17.26,9.38,20.12,18.28
"Borcs8",29.53,27.1,32.06,26.19,37.18,53.82,41.59,56.55,51.39,59.7,41.24,60.44,56.42
"Slc25a42",1.18,2.2,1.63,0.98,1.59,1.38,0.86,2.33,1.8,2.66,2.22,4.28,3.24
"Snx9",13.1,20.39,12.24,14.04,19.24,20.68,20.06,22.99,27.58,32.19,27.74,31.04,29.67
"Ranbp3",73.61,87.83,94.51,81.57,57.54,104.69,65.88,60.99,70.33,86.65,61.49,92.02,97.52
"Ndufa11",298.16,308.15,263.85,219.01,103.89,236.22,164.86,171.41,140.96,184.93,158.2,275.07,327.62
"Bmp8b",0.3,0.12,2.15,2.52,0.3,0.03,0,0,0.04,0.02,0,0.06,0.04
"Nr2f6",16.36,18.68,55.93,43.18,20.65,74.26,44.11,32.49,32.72,46.39,44.83,71.34,71.95
"Use1",89.81,77.6,87.92,86.87,71.77,101.8,70.4,103.83,95.8,154.14,90.35,147.76,134.99
"Ocel1",6.36,4.16,2.01,2.13,1.42,0.92,0.39,1.1,1.45,3.13,1.7,3.7,1.47
"Dyrk1b",4.82,4.19,4.84,3.66,6.4,51.26,32.8,31.29,27.54,24.47,20.59,29.48,27.19
"Braf",3.1,6.12,13.4,15.66,19.13,12.14,13.22,13.59,12.33,12.38,10.82,10.06,7.18
"Ndufb2",146.99,129.19,102.83,123.37,90.67,100.99,89.78,109.29,108.59,147.96,102.06,149.65,147.71
"Hltf",19.14,20.09,16.55,19.31,6.35,6.39,8.09,6.07,7.39,6.06,6.25,8.92,5.15
"Prpf6",73.65,79.45,66.15,69.77,66.04,70.45,61.42,65.17,67.75,72.57,60.03,64.55,65.52
"Rgs19",13.49,15.87,36.58,31.8,32.63,39.16,33.17,31.07,46.47,48.8,31.28,46.57,54.47
"Rgs20",0,0,0.78,0.8,0.75,0.04,0.48,0.31,0.49,0.81,0.38,0.82,0.96
"Abhd3",0.45,0.49,0.47,0.57,0.39,0.22,0.19,0.15,0.9,0.18,0.29,0.07,0.13
"Snrpd1",244.88,176.68,230.69,338.18,292.9,193.12,346.45,279.2,328.78,221.24,239.99,147.06,180.31
"Tchp",5.47,7.3,7.43,4.71,8.31,9.13,10.01,9.3,11.63,9.44,9.82,9.43,11.13
"Tiam1",5.67,7.88,8.16,6.02,28.6,13.24,13.75,12.79,17.73,17.7,16.33,19.54,18.32
"Tsc2",55.14,57.46,60.95,46.53,50.75,87.27,42.7,52.81,45.23,62.67,53.4,78.35,98.75
"Rpl3l",1.27,1.69,1.22,0.67,0.17,0.08,0,0.15,0,0,0,0.34,0
"Nherf2",22.71,22.53,7.18,6.2,4.76,6.43,9.41,3.64,13.51,10.42,15.93,15.1,21.14
"Puf60",122.29,129,153.25,127.72,122.03,230.41,173.95,166.69,171.54,190.91,147.6,204.68,207.24
"Golga2",12.49,12.77,6.53,6.78,15.83,29.92,24.7,40.4,48.8,45.81,40.25,48.3,42.69
"Uck1",14.71,24.65,26.36,22,18.6,35.63,31.69,25.52,30.22,35.56,31.78,33.74,38.67
"Scin",0.23,0.05,0.28,0.4,0.03,0,0,0,0,0.17,0.13,0.25,0
"Ikzf4",0.39,0.78,2.09,1.3,1.37,5.57,5.23,5.95,7.76,8.41,6.97,7.74,11.12
"Mien1",89.14,77.29,81.24,66.79,27.2,43.58,34.26,45.97,37.17,60.1,36.41,72.63,57.57
"Pon1",0,0,0,0,0,0,0.39,0,0,0,0,0,0
"Axl",0.65,1.59,0.6,0.89,2.79,51.55,59.75,78.47,116.67,87.51,145,97.06,118.84
"Tgfb1",4.29,5.26,6.8,3.73,49.34,6.37,9.61,11.5,15.73,16.67,17.61,19.46,23.45
"Ccdc97",20.39,26.02,25.78,19.1,25.82,57.67,31.56,35.53,32.63,36.23,28.74,43.65,44.01
"Zfp40",1.42,1.79,2.83,3.02,1.37,5.37,5.75,9.51,10.63,11.56,8.79,8.01,10.79
"Akap8l",27.57,21.98,45.22,34.86,30.86,24.26,17.63,25.52,25.74,21.76,20.86,24.64,22.29
"Shh",0.11,0.1,0,0,9.8,3.21,1.76,1.21,1.2,2.23,1.98,4.01,2.7
"Pdcd2l",52.83,53.35,51.36,43.78,33.38,36.33,25.24,22.93,24.92,31.56,20.34,23.46,37.42
"Gtf2f1",102.84,83.61,83.99,73.37,80.05,48.23,43.87,49.91,57.53,55.29,49.81,47.22,40.64
"Clpp",147.14,155.21,164.1,142.93,73.59,83.37,51.27,73.22,69.26,92.72,72.57,95.63,99.75
"Alkbh7",40.32,41.67,37.61,30.01,16.24,34.48,25.56,31.34,26.72,34.07,22.72,31.45,36.25
"Pspn",0,0,0,0,0.21,0,0,0,0,0,0,0,0
"Dennd1c",2.43,3.95,2.49,2.17,2.15,1.85,1.67,0.6,1.02,0.67,0.46,0.62,1
"Med6",40.09,42.83,42.02,39.56,52.1,60.86,59.89,62.93,78.06,68.98,55.37,48.1,51.94
"Prkd1",2.14,2.31,1.97,2.46,22.39,8.24,7.73,6.34,8.55,9.68,9.4,10.54,9.23
"Lcp2",0.07,0.11,0,0.07,0,0,0,0,0.16,0.03,0.14,0.04,0.35
"Cse1l",127.3,144.34,150.25,199.39,167.9,116.32,113.03,91.32,117.75,107.19,95.05,100.67,88.8
"Naa20",78.55,68.86,91.71,103.59,90.43,46.04,49.84,54.22,57.12,61.04,46.41,50.37,56.14
"Prkra",6.87,7.53,12.62,10.83,20.75,57.59,51.63,44.03,52.18,50.5,42.57,44.35,44.5
"Fkbp7",3.02,3.7,1.45,1.26,10.23,34.14,35.11,60.26,52.56,69.58,64.26,55.87,60.68
"Plekha3",22.6,31.14,20.14,20.91,23.92,22.49,14.73,14.55,12.01,18.82,14.22,20.67,16.4
"Ykt6",65.72,65.08,79.65,70.74,53.24,127.82,85.75,108.27,94.97,137.8,108.97,144.73,134.37
"Baz1b",30.92,37.76,33.39,33.44,59.98,82.13,92.54,75.95,94.96,82.49,79.21,73.57,74.7
"Pex6",8.18,10.08,11.17,10.23,17.32,25.05,18.44,20.68,22.05,25.66,22.14,30.99,32.37
"Mrpl2",163.7,176.93,221.24,150.27,110.13,138.62,76.95,85.22,80.71,108.33,71.45,108.89,105.99
"Mea1",105.76,84.79,135.52,112.86,72.59,123.26,106.84,139.69,142.51,183.95,131.56,168.9,169.27
"Gnmt",0.55,0.78,3.72,2.37,0.76,0.24,0.32,0.16,0,0.38,0,0.43,0.16
"Grin2d",0.14,0.43,0.6,0.53,0.5,0.86,0.32,0.67,0.73,1,1.08,1.83,1.74
"Kdelr1",63.36,81.37,38.49,40.62,93.02,143.16,113.03,137,134.57,157.7,150.1,194.68,198.62
"Tmem143",8.69,17.53,9.94,8.69,14.93,14.14,7.15,11.82,13.25,12.38,10.88,14.3,16.97
"Ggct",41.69,38.42,60.77,69.38,6.88,2.11,2.19,4.71,3.29,3.9,2.78,5.28,3.79
"Jag2",4.5,6.86,16.05,11.61,4.35,1.18,0.72,0.79,1.62,1.63,2.09,3.89,5.44
"Btbd6",5.59,7.03,13.82,11.9,10.2,12.16,10.78,15.19,13.41,20.17,15.34,26.48,22.88
"Nudt14",26.81,24,51.84,43.06,17.17,32.29,27.32,35.34,32.6,36.46,36.13,36.89,46.4
"Epdr1",1.35,3.92,6.42,4.56,2.52,8.31,4.47,6.81,5.71,10.11,5.8,10.2,7.55
"Flii",56.91,49.72,62.76,33.34,37.04,116.41,58.66,80.7,69.57,102.43,70.75,119.67,116.44
"Top3a",15.79,17.02,12.42,8.54,10.86,20.91,16.69,16.76,16.56,18.71,14.92,19.74,15.24
"Atg4d",34.74,46.9,24.71,30.16,9.14,17.83,15.84,9.3,12.01,12.24,10.14,14.66,11.57
"Qtrt1",48.53,49.32,44.93,33.95,39.8,32.96,19.88,18.96,17.55,25.45,19.52,23.96,26.09
"Plin4",0,0,0.01,0,0.01,0,0.01,0,0,0.02,0,0.01,0.02
"Hdgfl2",77.87,72.32,96.69,85.57,81.41,87.6,89.89,80.75,93.64,80.58,72.1,78.05,73.65
"Chaf1a",26.21,32.28,35.87,29.73,38.54,44.33,49.87,32.6,44.72,40.82,38.79,35.65,41.88
"Adprh",118.64,138.51,42.68,41.63,76.35,130.91,75.17,70.42,74.12,85.08,78.79,96.19,120.29
"Tmem39a",97.82,127.79,74.09,69.16,64.3,56.09,55.19,48.76,63.2,68.15,55.28,73,74.48
"Timmdc1",27.55,26.67,39.15,34.76,24.21,23.94,20.47,21.49,22.94,21.51,19.31,18.42,20.89
"Pla1a",13.18,13.56,1.07,1.36,0.25,0.04,0,0,0,0.11,0.03,0.38,0
"Mcm2",168.4,257.44,242.92,255.11,197.4,122.6,211.13,143.45,161.11,88.09,129.97,89.98,89.03
"Tpra1",8.17,8.97,13.28,9.36,16.72,12.35,15.18,13.69,11.62,16.81,10.79,23.11,23.85
"Nab1",2.18,5.2,5.03,4.86,15.13,16.23,12.77,14.5,16.45,17.44,17.35,17.65,16.87
"Adgre5",23.34,46.41,3.48,4.02,6.08,3.8,2.59,4.69,7.97,11.94,13.19,18.88,21.18
"Il17ra",3.5,3.76,3.47,4.45,14.05,1.46,1.42,1.57,0.93,3.66,3.12,6.94,3.56
"Lamb1",6.47,13.68,52.17,61.6,157.41,37.05,48.71,41.53,52.47,60.51,53.99,84.75,72.99
"Kcnn1",1.33,2.59,1.93,1.15,1.26,5.41,3.41,6.14,9.52,5.97,4.74,8.51,6.36
"Arrdc2",6.29,5.81,6.55,4.69,3.02,2.76,2.19,3.45,2.84,3.67,1.67,2.64,2.27
