"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Rps12-ps6",0,0,0,0.07,0,0,0,0,0,0,0,0,0
"Gm15127",1.63,0.16,0.67,0,0.07,0,0,0,0,0.25,0,0.09,0
"Tmem151b",1.52,2.19,0.41,0.43,4.77,12,11.07,8.2,10.58,8.51,9.31,10.5,12.88
"Gm10778",4.75,4.91,2.64,3.22,2.05,4.88,3.28,6.48,3.11,7.02,4.61,3.31,5.79
"Gm21083",0,0,0,0,0,0.29,0,0.46,0,0,0.29,0,0.34
"Tdpoz8",0.04,0,0.04,0.08,0,0,0,0,0,0,0,0,0
"Shisa8",8.81,9.43,9.96,6.12,1.23,0.39,0.1,0.06,0.12,0.37,0.36,0.38,0.28
"Trav9-1",0,0,0,0,0,0,0,0,0,0,0.45,0,0
"Lamtor3l",0,0.01,0,0.21,0,0.26,0.07,0,0,0.03,0,0,0
"Zfp955b",4,5.75,5,8.3,3.64,8.63,10.38,11.84,11.73,14.37,11.75,10.43,11.77
"Galntl6",0,0,0,0,0,0.13,0.06,0.35,0.3,1.22,0.7,1.71,1.31
"Zfp850",6,8.64,7.66,10.7,9.92,5.55,6.54,6.31,6.72,4.79,4.75,5.37,4.05
"2500002B13Rik",9.78,5.18,2.33,1.81,2.38,1.04,2.77,1.24,1.8,3.8,0.76,1.01,0.65
"Gm16863",0.03,0,0,0,0.03,0.03,0.15,0,0,0.06,0.03,0,0
"Rps19-ps8",0.23,1.04,0,0.56,0,0,0.23,0,0,0.22,0,0,0
"Gm17308",0,0,0,0,0,0.24,0.08,0.89,0.85,0.48,0.3,0.25,0.18
"A330023F24Rik",0,0,0,0,0.02,0.03,0.08,0.05,0.05,0,0.03,0.08,0
"5033403F01Rik",0.19,0,0.04,0.06,0.2,0.19,0.14,0.54,0.51,0.84,0.24,0.51,0.52
"1700113A16Rik",1.72,0.67,2.09,1.79,1.07,3.1,2.09,4.61,3.65,3.64,3.12,2.34,3.18
"Gm10825",0,0.02,0.04,0.05,0,0.44,0.07,0.04,0.08,0.04,0.07,0,0
"9530052E02Rik",0,0,0,0,0.09,0.39,0.17,0.05,0,0,0,0,0
"Gm8321",0,0.08,0,0,0,0,0,0,0,0,0,0,0
"Rps19-ps6",81.5,87.43,80.29,100.35,67.22,106.39,54.04,32.16,44.34,52.23,45.48,29.99,76.86
"Gm4221",0,0,0.73,0.34,0.25,1.49,2.15,4.32,5.87,4.74,1.28,0.89,1.95
"Gm9530",0,0.04,0.05,0.05,0.12,0.02,0.09,0.07,0,0.02,0.04,0.02,0
"Snhg18",2.82,1.52,1.79,1.67,5.33,28.74,23.72,28.04,31.73,38.47,23.35,33.89,36.13
"E230013L22Rik",0,0,0.03,0.03,0.4,0,0.04,0,0,0,0,0,0.07
"4930509G22Rik",0,0,0.02,0.04,0,0.03,0.06,0,0,0.06,0.03,0,0
"A230028O05Rik",0.11,0,0,0,0.03,0,0,0.03,0,0,0,0,0
"3300005D01Rik",0,0,0,0,0,0,0,0,1.03,0,0,0.26,0
"Pnma6e",6.98,19.64,17.69,34.98,3.32,0.85,1.75,1.99,2.51,1.27,2.91,1.45,1.8
"4930556M19Rik",0.1,0.03,0.86,1.18,6.82,1.29,0.71,0.93,0.9,1.48,0.94,1.24,1.71
"Gm5974",0,0,0,0.06,0,0,0,0,0,0,0,0,0
"Gm16845",0.43,0.25,0.39,0.46,3.49,2.14,1.79,0.81,2.09,0.9,1.32,0.85,1.24
"Redrum",0,0,0,0,0,0,0.17,0.3,0.19,0.43,0.21,0.11,0.38
"4930509E16Rik",0.14,0,0.74,0.23,0.14,0,0,0,0,0,0,0,0
"Gm26788",0.09,0.08,0.02,0.17,0,0.05,0.04,0.09,0.03,0,0.21,0.05,0.07
"Gm26787",0,0,0,0,0,0,0,0.14,0,0,0,0,0
"2810029C07Rik",0.28,0,0.65,0.23,0.78,3.22,2.72,3.47,3.3,3,2.47,1.97,1.2
"D930007P13Rik",0,0,0,0,0,0,0,0.06,0,0,0,0,0
"9530082P21Rik",0.09,0.17,0.16,0.14,0.13,0.12,0.05,0.09,0.03,0.2,0.08,0.1,0.18
"Gm26705",0.16,0,0,0,0,0,0,0,0,0,0,0,0
"Gm26708",0,0,0,0,0.16,0,0,0.05,0,0.05,0,0,0
"4933433G15Rik",0,0.06,0.08,0.07,0.15,0,0,0.1,0.1,0.07,0.09,0,0.17
"Mir9-3hg",2.78,5.71,1.01,1.73,0.08,0.16,0.07,0.07,0.55,0.29,0.14,0.39,0.36
"Ptgs2os",0,0.12,0,0,0.09,0,0,0,0,0.02,0.02,0,0
"4930539J05Rik",0.18,1.13,1.89,0.78,1.21,0.9,1.12,1.83,5.5,0.61,0.91,0,0.58
"Pvt1",1.52,2.45,3.62,3.91,3.21,1.03,1.61,0.39,1.17,0.65,0.62,1.67,0.3
"2610316D01Rik",0,0,0,0,0,1.87,1.27,2.22,1.19,3.07,1.4,2.16,1.63
"1110020A21Rik",0.49,0.27,0.74,0.78,0.65,0.3,0.1,0.99,0.94,0.47,0.13,0.27,0.31
"1600020E01Rik",3.87,2.63,2.03,1.56,3.8,3.41,3.28,4.5,4.37,8.78,4.63,4.58,2.67
"6530411M01Rik",0,0,0.06,0,0,2.73,1.39,0.31,0.98,1.5,0.97,0.52,0.88
"Gm9918",0.07,0.06,0.19,0.22,0.22,0.5,0.61,0.17,0.14,0.27,0.49,0.15,0.5
"Snora43",0,0,1.84,1.51,0,0,0,0,0,0,0,0,0
"Gm4419",1.28,0.75,1.58,1.46,0.23,0.73,0.24,1.17,0.48,0.77,0.61,0.57,0.21
"9330151L19Rik",0.18,0.05,0.42,0.23,0.7,1.62,1.28,1.53,2.7,1.99,1.6,2.11,2.71
"Gm26760",0.15,0.26,0.3,0.4,0.26,2.37,1.36,2.47,2.85,2.71,2.03,1.84,2.6
"Gm16998",0,0,0.05,0.09,0,0.13,0.13,0.31,0.09,0.12,0.06,0.43,0
"Foxl2os",0,0,0.06,0,0.42,0,0,0,0,0,0.09,0,0.08
"9430037G07Rik",0,0.16,0.08,0.08,0.15,0.46,0.16,0.9,1.37,1.34,0.38,0.79,0.57
"4833428L15Rik",0,0,0,0.19,0,0,0,0,0,0,0,0,0
"Cdiptos",0.6,0.17,0.09,0.42,1.43,0.3,0,0,0.69,1.51,0.46,0.87,0.38
"Platr7",7.48,9.35,1.17,1.46,0,0.06,0,0,0,0.11,0,0,0.09
"Gm16712",0.08,0.07,0.37,0.08,0.17,0.16,0.31,0,0.16,0.15,0.1,0.09,0.25
"1700086O06Rik",0.33,0.18,1.56,0.84,4.03,5.44,4.29,5.9,6.8,4.14,4.39,3.89,5.2
"Foxl1",0,0,0,0.02,0,1.89,1.23,1.16,0.92,1.36,1.42,1.89,1.29
"4930526L06Rik",1.76,2,0.69,2.4,0,0.16,0,0.15,0,0.08,0,0,0
"C330013E15Rik",0.28,0.51,0.59,0.32,0.3,0.48,0.55,0.83,1.43,1.44,1,1.55,1.95
"5033426O07Rik",0,0,0,0,0,0,0,0,0,0,0.07,0.04,0
"Gm9917",0,0.21,0.36,0,0.02,0.52,0.69,0.91,1.24,0.63,0.79,0.35,0.53
"1810034E14Rik",0,0,0,0,0.05,0.42,0.43,0.21,0,0.21,0.08,0.75,0.25
"Gm26579",0.09,1.45,1.34,0.55,0.19,0,0.09,0,0,0,0,0,0.29
"Gm19705",3.71,3.95,8.39,13.76,1.05,0,0,0,0,0,0.22,0.55,0
"1810019N24Rik",0,0.14,0,0.07,0,0.55,1.36,0.36,0.4,0.54,0.57,0.35,0.42
"B230354K17Rik",2.95,4.79,6.61,5.81,10.17,16.11,19.78,20.49,23.34,23.38,21.55,24.89,22
"D130020L05Rik",0.75,1.44,1.03,1.53,1.42,2.63,2.76,3.9,3.3,3.03,1.72,1.33,4.84
"A530020G20Rik",0,0.06,0.05,0.03,0,0.02,0,0,0,0.24,0.02,0.04,0.69
"4930507D05Rik",0.13,0.11,0.13,0.29,0.09,0.3,0.29,0.08,0.29,0.44,0.25,0.37,0
"Gm5262",0,0.07,0,0.06,0,0.08,0,0,0,0,0,0,0
"Gm10524",0.37,0.48,0.1,0.11,2.36,8.97,6.96,7.57,9.4,6.57,7.69,9.59,9.92
"9230114K14Rik",0.9,0.68,1.34,2.15,2.01,1,1.5,2.8,2.83,3.04,2.29,2.12,1.28
"Gm4211",0,0,0,0,0,0,0,0,0,0,0.03,0,0
"Gm3764",0,0.42,0.15,0,0,0.64,0,0,0,0.07,0,0,0.5
"2310010J17Rik",2.2,4.93,7.22,4.04,5.04,4.24,6.86,20.34,24.09,19.72,22.33,11.68,11.74
"BC051077",1.59,1.25,5.91,1.5,0.12,0.12,0,0.25,0,0.25,0.16,0.04,0.18
"9330179D12Rik",0,0,0.06,0,0.26,0.37,0.16,0.23,0.6,0.86,1.16,0.98,0.6
"Gm16740",1.04,0.93,1.15,1.47,2.77,2.98,3.11,2.51,3.67,1.64,1.97,1.32,3.55
"Gm16982",0,0,0.05,0,0,0.03,0,0.06,0,0,0,0,0
"Gm17644",0,0,0,0,0,0,0,0,0,0.04,0,0,0
"9330159M07Rik",0.49,1.13,0.44,0.75,0.66,1.13,1.77,5.42,3.46,4.6,2.5,2.6,4.03
"2310002F09Rik",0,0,0,0.03,0.1,0.75,1.18,0.55,1.01,0.64,1.1,0.64,0.93
"2700038G22Rik",2.03,3.92,5.6,4.09,2.47,5.06,2.19,2.39,2.21,1.86,2.08,1.76,3.56
"A830009L08Rik",0,0,0.02,0,0,0.03,0.05,0.05,0,0.03,0.07,0.06,0
"4632428C04Rik",0.06,0.06,0,0,0.3,0.06,0.18,0,0.09,0.06,0.03,0.03,0.15
"Mm2pr",0,0,0.64,0.37,0.58,0,0.09,0.58,0,0.26,0.26,0,0
"Snhg5",19.48,18.96,32.98,12.28,60.84,10.9,9.95,13.75,12.63,16.19,11.38,11.81,9.32
"4732419C18Rik",0,0,0,0.01,0.02,0.02,0,0,0,0,0,0,0
"6030443J06Rik",0,0.02,0.28,0.06,0.23,0.5,0.34,1.15,0.8,1,1.12,0.61,1.38
"AU022754",0,0,0,0.02,0,0,0,0,0,0,0,0,0
"4932441J04Rik",0,0,0,0,1.54,0.82,0.47,2.07,2.19,2.08,1.35,0.93,2.68
"Gata6os",0.16,0,0,0,0,28.92,34.57,57.41,37.97,41.97,23.87,29.35,24.11
"Gm5421",0.09,0.52,0.14,0.21,0.26,0.22,0,0.07,0.26,0.22,0.03,0.17,0
"Cbln1os",6.68,8.23,6.82,4.93,5.38,0.47,0.37,1.49,0.6,3.01,1.35,0.92,0.34
"5033417F24Rik",0.09,0,0,0,0.05,0.09,0.13,0.04,0.24,0.33,0.23,0.14,0.41
"C430042M11Rik",0.64,0.6,1.29,1.68,0.8,0.4,0.22,0.21,0.23,0.09,0.05,0.18,0.44
"Gm26766",0,0,0.03,0.04,0.1,0.03,0,0,0,0.09,0.09,0,0
"Rpl31-ps24",0,0.24,0,0,0,0,0,0,0,0,0,0,0
"4930525G20Rik",0.08,0,0,0,0.08,0.21,0.17,0.39,0.24,0.29,0.2,0.36,0.16
"2900076A07Rik",0.89,2.77,3.17,2.92,0.95,9.09,9.37,8.99,7.44,7.14,8.56,11.09,9.06
"Gm5106",0.06,0,0.05,0.04,0.13,0,0,0,0,0,0,0,0
"Gm26685",0.04,0.14,0.03,0.05,0,0,0,0,0,0,0,0,0
"Gm26684",0,0,0.02,0,0,0.01,0,0,0.08,0.06,0.02,0.11,0
"Gm2155",0,0,0,0,0.04,0,0,0.04,0,0.07,0,0,0
"1300002E11Rik",13.81,11.01,7.67,6.65,6.26,9.94,8.96,11.28,10.69,8.6,6.19,11.11,9.42
"A230107N01Rik",0,0,0.21,0.07,0,0.16,0.1,0.39,0,0.05,0.14,0.17,0
"Rpl31-ps15",0,0,0.66,1.53,0.6,1.13,1.37,3.04,1.16,1.6,2.23,3.11,1.77
"A930038B10Rik",0.04,0.02,0.12,0.03,0.04,0,0,0,0,0,0,0.02,0.03
"Gm10516",0.03,0,0.14,0.2,0.09,0.64,0.57,0.53,0.36,0.75,0.88,0.79,0.32
"1700007L15Rik",2.33,3.84,7.2,7.97,2.2,0.53,0.91,1.42,1.81,1.71,1.11,0.98,0.97
"1700028E10Rik",0.37,0.69,0.51,0.31,0.78,1.44,0.95,1.58,1.37,1.6,0.97,1.09,1.55
"Gm16897",0,0,0,0.04,0.03,0,0,0.03,0,0.03,0,0,0
"A330048O09Rik",0.13,1.04,0.1,0,0,0,0,0,0.36,0.25,0.23,0.14,0
"Tnfsf12",2.81,4.38,3.69,2.27,1.09,14.03,7.4,14.76,11.59,24.95,21.12,40.01,42.68
"F420014N23Rik",0,0,0.03,0,0,0,0.13,0.03,0,0.03,0.11,0,0
"Zfp87",9.34,11.88,8,10.38,5.95,14.49,14.81,18.29,17.42,18.79,14.56,15.3,16.4
"Fendrr",0,0,0,0,1.31,1.67,1.95,0.55,1.29,1.66,1.35,2.79,3.17
"Gm26671",0,0,0.21,0,0,0,0,0.39,0,0.24,0,0,0
"Rps18-ps4",1.35,14.72,14.77,3.62,5.91,12.22,2.66,2.86,4.02,8.36,0.66,0.66,4.17
"4732491K20Rik",0.07,0.19,0.3,0.31,0.43,1.26,1.11,0.89,1.01,1.65,0.87,0.95,1.36
"2310001H17Rik",0,0,0.01,0,0.12,0.29,0.2,0.02,0,0,0.06,1.16,0.05
"Gm16793",0.05,0.04,0,0,0.05,0.19,0,0.13,0.06,0.13,0.12,0.1,0.07
"9430065F17Rik",0,0,0,0,0,0.17,0.06,0,0,0,0,0.14,0
"C030034L19Rik",0.03,0.07,0,0,0,0.03,0,0,0,0,0.08,0.11,0.04
"Gm8177",0.07,0.53,0.2,0.15,0.07,0.07,0.06,0.24,0.69,0,0.05,0,0
"Gm10390",0,0.02,0,0.01,0,0,0.02,0,0,0,0,0,0.09
"4930467K11Rik",0,0,0,0.08,0,0,0.12,0,0,0,0,0,0
"Gm26876",0,0,0.05,0.02,0,0.1,0.03,0.09,0,0.3,0.08,0.31,0.15
"B230208H11Rik",0.08,0.21,0.67,0.69,0.75,0.08,0.15,0.38,0.96,0.22,0.26,0.34,0.12
"1500026H17Rik",0,0,0,0,0.05,0.08,0.15,0.12,0.27,0.17,0.04,0.08,0.12
"9130213A22Rik",0,0,0,0,0,0.2,0.1,0.77,0.27,0.71,0.52,0.65,0.79
"4930563E18Rik",0,0,0,0.03,0,0,0,0,0.07,0,0.09,0,0.08
"Gm3200",11.48,18.15,21.87,10.17,2.38,5.27,1.92,0.55,1.11,2.24,0.66,0.62,4.33
"Mirg",2.95,2.61,43.79,11.54,7.9,20.33,13.95,19.72,23.81,16.16,16.25,26.7,33.93
"Thoc2l",0.28,0.26,1.56,0.38,4.14,2.75,2.85,2.32,2.79,3.48,2.94,3.02,2.67
"D030068K23Rik",0.32,0.44,1.54,0.49,0.23,0.61,0.26,0.19,0.55,0.14,0.14,0.29,0.03
"Gm16861",0.19,1.03,0.22,0.41,0.39,1.08,0.94,2.27,1.39,2.23,1.93,2.75,1.09
"Platr5",5.23,1.28,1.39,4.4,0,0.29,0,0.19,0,0.58,0,1.36,0.95
"Gm17399",0,0,0,0,0,0.35,0.13,0.07,0.09,0.13,0.3,0.3,0
"9230116N13Rik",0.07,0.2,0.51,0.32,0.37,0.26,0.21,0.9,0.85,1.12,0.64,0.81,0.93
"Gm10814",0,0.07,0,0.03,0,0.04,0,0,0.05,0.19,0.07,0.04,0
"D630044L22Rik",0,0,0,0,0.03,0.03,0,0,0,0.02,0,0,0
"4933408J17Rik",0,0.04,0.23,0.03,0.22,0.04,0.04,0.12,0.06,0.08,0,0,0.07
"AU020206",7.28,9.24,18.54,18.08,7.55,28.44,49.14,18.07,28.53,17.99,27.44,17.61,21.1
"Mir155hg",0,0,0,0,0.07,0,0,0,0,0,0,0,0
"1700030M09Rik",0,0.23,0.07,0,0,0,0,0,0.12,0.08,0,0.09,0
"Alyreffm14",1.76,0.49,0.7,0,0.16,0.66,0.09,0,0.31,0,0,0.84,0.26
"Gm26520",0,0,0,0,0,0.17,0,0.05,0,0.05,0.05,0,0
"Gm10544",0,0,0.03,0,0.18,0.89,0.26,1.28,0.84,0.69,0.18,0.29,0.2
"Gm26782",0.52,0,2.82,1.16,0.92,1.89,1.62,2.18,1.85,0.84,2.71,1.81,1.43
"Gm16754",0,0.33,0.12,0.08,0.39,0.08,0,0,0,0.07,0,0,0.12
"9530026P05Rik",0,0,0.02,0.02,0.1,0.33,0.24,0.58,0.23,0.71,0.88,1.03,0.74
"4930448E22Rik",0.05,0.14,0.07,0.13,0.81,0.14,0.25,0.38,0.74,0.22,1.34,0.5,0.28
"D430036J16Rik",0,0,0.63,0,0,0,0,0.13,0,0.37,0.31,0.24,0.09
"5830432E09Rik",0,0,0,0,0,0,0,0.1,0,0,0.14,0.17,0.17
"Gm17634",0,0,0,0.04,0,0,0.06,0.06,0,0,0,0.07,0
"Gm17733",0,0.28,0.79,0.37,0,0,0,0,0,0,0,0,0
"Ptges3l",2.42,0.7,2.4,2.7,1.1,7.54,7.12,11.31,8.21,9.93,10.37,10.43,9.6
"4933406C10Rik",0,0.13,0,0,0,0.2,0.28,0.11,0,0.36,0.13,0.18,0.17
"Gm26651",0,0,0,0.05,0.18,0,0,0,0,0,0,0,0
"4930528D03Rik",0.06,0,0.25,0.04,0,0,0,0,0,0,0,0,0
"3110045C21Rik",0.64,0.56,1.62,2.33,1.29,2.39,2.29,3.13,3.51,2.41,1.37,1.09,1.8
"Gm16677",0,0,0.14,0.37,0,0,0,0,0,0.17,0.81,0.15,0.29
"1700040D17Rik",0,0,0.06,0,0,0,0,0,0,0,0.07,0,0
"4930558J18Rik",1.17,0.98,1.3,1.1,0.2,0.65,0.47,1.59,1.08,1.25,1.15,0.81,1.19
"1700022N22Rik",0.21,1.23,1.13,1.05,0.78,0.97,0.22,0.43,0.35,0.71,0.56,0.16,1.37
"1700112J16Rik",0,0.09,0,0.29,0.04,0.33,0.2,0.27,0.5,0.16,1.8,0.41,0.22
"Rp31-ps19",0,0.27,0,0,0,0,0,0,0,0.29,0,0,0
"Gm16675",0.09,0,0.07,0.06,0.16,0.21,0.29,0.14,0.55,0.32,0.29,0.4,0.29
"Gm26592",0.05,0.16,0.04,0.06,0,0.18,0.61,0.26,0.12,0.17,0.28,0.15,0.29
"2610020C07Rik",0.2,0.34,0.12,0.16,0.49,0.84,1.05,1.4,1.2,1.1,0.63,1.17,0.53
"Vmn2r-ps11",0,0,0,0,0,0,0,0,0,0.07,0,0,0.05
"Gm805",0.05,0.09,0.09,0.13,0,0,0,0.02,0.07,0,0,0,0
"Mir124a-1hg",0.02,0,0,0,0,0.09,0,0.07,0,0.09,0.05,0.06,0
"B230110C06Rik",0,0,0,0,0,0,0,0.12,0,0,0.14,0.04,0
"Gm26748",0,0,0.02,0,0,0,0,0,0,0,0,0,0
"Alyreffm16",1.08,0.88,1.23,0,0.16,0.29,0.1,0.16,0,0,0.32,1.08,0.3
"Rps19-ps12",0.5,0.26,0.65,2.65,0,0.73,0,0,0,0.46,0,0,0
"C130060C02Rik",0,0,0,0,0.09,0.18,1.2,1.11,1.09,0.84,1.47,0.48,0.56
"Jpx",0.05,0.32,0.63,1.65,2.86,7.33,6.25,7.67,8.76,8.49,5.49,7.71,7.52
"Gm26797",0,0,0,0,0,0,0,0.16,0.08,0,0,0.1,0
"6230400D17Rik",0.15,0.21,0.16,0.21,0.9,1.61,2.89,4.4,3.93,2.75,2.56,2.52,1.76
"6430590A07Rik",0,0,0,0,0.08,0.08,0.08,0,0.11,0,0.11,0.02,0
"1700125G22Rik",0.1,0,0,0.13,0,0,0,0.09,0.13,0,0,0.11,0
"E230029C05Rik",0.07,0.07,0.4,0,0.16,0.15,0.22,0.07,0,0.07,0.06,0.08,0.47
"4930578M01Rik",0,0,0.19,0.32,0.11,0.01,0,0.19,0.11,0.08,0.12,0.45,0.4
"Dleu2",0.87,2.14,0.87,0.23,1.52,3.78,3.7,11.61,9.65,12.38,6.3,8.13,6.35
"A330032B11Rik",0,0,0,0.06,0,0,0,0,0,0,0,0,0
"A930012L18Rik",0,0.06,0,0,0.21,0.36,0.22,0.54,0.04,0.37,0.39,0.07,0.26
"Gm17597",0,0,0.51,0.79,0.23,0,0,0,0,0.21,0,0,0
"Gm2061",0,0.07,0.5,0.4,0.32,0,0,0,0.04,0.03,0,0.03,0.22
"1110019D14Rik",4.99,3.7,3.6,3.36,3.09,1.43,2.03,3.55,2.93,3.01,2.54,2.16,3.23
"4833422M21Rik",0.84,0.27,0.46,0.6,0,0.09,0.18,0.18,0.1,0.13,0.12,0.03,0.25
"A330033J07Rik",0,0,0.02,0,0,0,0,0.03,0,0,0,0.03,0
"Gm5091",0,0.06,0.11,0.09,0,0,0,0,0,0,0,0,0.11
"4921504A21Rik",0,0,0.28,0.02,0,4.79,2.92,2.02,0.5,1,1.1,0.91,0.79
"4933417D19Rik",0,0.12,0,0,0.14,0.33,0.3,0.28,0,0.22,0,0,0.23
"Carlr",0,0,0,0,0,0,0,0,0,0.03,0,0,0
"Platr4",5.85,5.43,5.02,6.94,0.72,0.17,0.32,0.24,0,0.16,0.03,0.55,0.28
"4921507G05Rik",0,0,0,0.03,0,0,0.09,0.05,0,0.04,0,0,0.07
"4930461G14Rik",24,19.57,1.87,2.85,2.02,0.1,0,0.1,0,0.28,0.09,0.33,0.16
"Gm7389",0.24,0.73,0.6,0.49,0.48,0.48,0.2,0.21,0.04,0.15,0.05,0.15,0
"Gm2093",0,0,0,0,0,0,0,0,0.03,0.02,0,0,0
"Gm16853",0,0,0.06,0.03,0,0,0,0,0.05,0,0,0,0.12
"Gm26608",0.04,0,0.09,0,0,0,0.06,0,0.05,0.08,0,0,0.09
"1700101I11Rik",0,0,0.29,0.14,0.31,0.08,0.09,0.09,0.65,0.62,0.11,0.61,0.3
"Gm26644",0.09,0.3,1.77,1.1,0.04,0,0,0,0,0,0,0.04,0
"4930505N22Rik",0,0.1,0.26,0,0,0,0,0,0,0.11,0,0,0
"G730013B05Rik",0.26,0.07,0.73,0.65,0.26,0.16,0.26,0.29,0.11,1.09,0.15,0.52,0.04
"4833412C05Rik",0,0,0,0,0,0.08,0,0,0,0,0.09,0,0
"2810429I04Rik",3.55,4.34,6.39,8.58,1.27,0.9,1.96,0.69,2.26,0.68,0.56,1.44,0.6
"Gm5523",0.26,0.08,0.16,0.37,0.27,0,0.48,0,0.11,0,0,0,0
"Gm10532",0.27,0.63,0.03,0.07,0.04,0.27,0,0.03,0,0.44,0.06,0.04,0.16
"Gm7741",0,1.63,0.38,0.28,0,0,0,0,0,0,0.07,0,0
"1700066J03Rik",0,0,0,0,0,0,0,0,0,0,0,0.49,0
"Rpl31-ps18",0,0,0.22,0,0,0.56,0,0,0,0,0,0.61,0
"9530036O11Rik",0,0,0,0,0.11,0,0,0,0,0,0,0,0
"F630040K05Rik",0.11,0.23,0.02,0.25,0.12,0,0.35,0,0,0.11,0.1,0,0
"9530059O14Rik",0,0,0,0,0,0,0.1,0.05,0,0,0.05,0,0
"4930445N18Rik",0,0.15,0.07,0.06,0,0.64,0.09,0.33,0.39,0.24,0.15,0.17,0.4
"E030044B06Rik",0.06,0,0.94,0.37,0.13,0.06,0.18,0.06,0.22,0.39,0.3,0.17,0.5
"Gm16973",0.12,0.07,0.98,0.35,0.67,1.48,1.4,1.02,1.29,1.01,1.23,0.74,1.29
"D030040B21Rik",0,0,0.02,0,0.06,0,0,0,0,0.03,0.02,0,0
"Gm6225",0,0,0.03,0,0.18,0.06,0.03,0.06,0.24,0.08,0.04,0.12,0
"Gm26533",0.04,0.08,0.37,0.03,0.09,0.62,0.3,0.33,0.48,0.62,0.08,0.28,0.41
"Gm26688",0.1,0,0.08,0,0,0.15,0,0,0,0,0,0,0.08
"A730056A06Rik",0.38,0.05,0,0,0.03,0.12,0.03,0.35,0.43,0.27,1.67,0.97,0.8
"6030442K20Rik",0,0.18,0.16,0.45,0.38,1.06,0.95,0.98,0.71,0.78,0.63,0.59,0.4
"5730420D15Rik",0,0.12,0.05,0,0,0,0,0,0,0,0,0.07,0
"Miat",0,0,1.3,0.25,0,0.14,0,0.04,0.01,0.16,0.07,0.92,2.25
"2310043M15Rik",12.81,23.19,1.05,0.51,0.27,0,0,0,0.07,0,0,0.11,0.08
"5430416N02Rik",1.22,2.84,11.41,5.99,16.4,5.51,9.76,6.88,12.38,6.15,6.7,4.99,6.03
"4833407H14Rik",2.49,1.8,1.94,1.3,0,0,0,0.05,0,0.15,0,0,0.08
"9330136K24Rik",0,0,0.05,0.02,0.03,0.09,0.03,0.12,0,0.12,0.03,0.03,0
"B230217O12Rik",0,0,0.41,0.05,0.31,0.51,0.37,0.46,0.38,0.4,0.75,0.53,1.16
"Sgms1os1",0.1,0.09,0.78,0.39,0.1,3.24,1.52,4.9,3.44,5.14,3.2,3.61,3.61
"Ctxnd1",0,0,0,0,0,0,0,0,0,0,0,0.07,0.05
"Rpl31-ps16",18.44,65.96,64.4,14.5,7.89,36.26,0.76,2.14,3.57,23.96,2.14,26.54,45.01
"Gm16685",0,0,0,0.03,0,0.35,0.05,1.09,0.61,0.66,0.95,1.12,1.56
"Panct2",0.26,0.67,0.03,0.04,0.02,0.04,0,0,0,0.02,0.05,0.28,0
"9630001P10Rik",0,0,0.02,0,0,0,0.03,0.07,0,0.26,0.09,0.17,0.18
"Gm5976",0.08,0.69,0.1,0,0,0,0.06,0,0,0,0,0.09,0
"4930511A02Rik",0,0,0,0,0,0,0,0,0,0.1,0,0,0
"9330104G04Rik",0.28,0.16,0.63,0.85,0.59,5.01,4.84,4.3,5.37,4.27,3.6,3.29,3.34
"A230020J21Rik",0.05,0,0.19,0.03,0.11,0.2,0,0,0.14,0,0,0,0
"Gm807",20.7,21.45,0.64,1.05,0.05,0.14,0,0.26,0,0.64,0.04,0.54,0.21
"Platr30",0.11,0.25,0.09,0.31,0,0,0,0,0,0,0,0,0
"4933405D12Rik",0,0,0,0,0,0.11,0,0.31,0,0.42,0,0,0
"A930007I19Rik",0.18,0,0.11,0.08,2.93,0.24,0.22,0.27,0.15,0.27,0.37,0.43,0.21
"Gm26868",0.06,0.18,0.02,0,0.03,0.09,0.14,0.22,0.2,0.14,0.03,0.03,0.09
"Alyreffm13",1.76,0.49,0.7,0,0.16,0.66,0.09,0,0.31,0,0,0.84,0.26
"0610038B21Rik",0,0,0.19,0.24,0.45,2.26,1.06,2.18,2.23,2.56,1.34,1.44,1.15
"Gsg1l2",0,0,0,0,0,0.07,0,0,0.1,0,0.06,0,0
"Gm26682",0,0,0,0,0.05,0.04,0.04,0.04,0.06,0.13,0.23,0.24,0.35
"Gm3650",10,6.11,2.15,3.1,7.3,6.54,5.68,7.58,4.9,9.92,5.75,6.18,2.08
"4930455B14Rik",0,0.18,0,0,0,0,0,0,0,0,0,0,0
"Gm16894",0,0,0,0,0,0,0.1,0.1,0.27,0,0,0,0.16
"Gm9625",180.15,176.38,242.44,258.07,321.91,156.71,174.38,128.79,140.27,123.49,148.88,134.67,167.19
"4933404O12Rik",5.07,7.48,10.88,7.41,5.51,7.68,6.44,8.09,9.04,10.3,8.26,8.64,9.19
"Hdnr",0,0,0,0,0,6.32,10.15,15.2,19.35,9.65,9.14,4.27,7.76
"A330009N23Rik",2.1,0.15,0.62,1.02,0.49,0,1.21,1.12,2.47,2.21,3.04,2.67,3.41
"Gm26839",0,0,0,0,0,0.37,0.1,0.31,0.27,0,0.36,0,0
