"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Zfp319",145,248,287,235,403,2655,1688,1899,1171,2112,1623,2415,1309
"Arsj",6,1,5,2,0,3,2,3,1,6,13,11,12
"Unc119b",1483,2262,1999,2077,1610,1869,1845,1497,1059,1657,1710,1783,1143
"Zfp518b",1178,2226,1977,1918,931,2212,2621,2007,1641,2078,1919,1464,1064
"Lyrm4",125,104,336,261,97,344,202,240,152,299,218,224,153
"Prr12",2266,3140,3401,3266,2422,5668,4673,4192,3213,4149,4152,3992,3039
"Cfap58",0,1,0,2,0,0,0,1,0,0,0,1,0
"Lrrc8e",0,4,46,21,3,9,3,6,2,4,15,1,0
"Ticrr",2708,6128,1517,1773,754,1345,1360,979,815,1108,1069,991,672
"Tmem215",0,0,13,2,2,1055,350,121,51,166,67,156,63
"Bdh1",558,464,366,502,184,174,163,217,113,201,195,383,147
"Tcaim",90,119,280,300,70,69,59,113,73,154,123,154,85
"B3gntl1",144,201,393,246,111,132,145,207,104,311,184,182,145
"Hrk",29,67,339,294,60,13,5,74,7,221,91,252,54
"Oacyl",0,0,18,19,1,64,15,21,1,5,6,15,1
"Vwa5b2",9,1,18,7,1,10,8,11,5,32,19,38,13
"Olfml2a",2,2,58,36,16,38,36,36,18,37,62,64,42
"Gjb4",319,382,0,0,3,0,0,0,0,0,1,1,0
"Pkd1l1",2,0,0,2,0,3,0,7,2,2,2,2,1
"Ttc34",7,11,15,43,4,8,3,3,8,6,1,2,3
"Or10j3",0,0,0,0,0,0,0,0,0,2,0,0,0
"Zfp316",22,36,59,58,110,583,677,788,652,836,951,895,623
"Rbm12b1",109,103,61,142,72,145,220,230,212,287,315,154,121
"Cxxc5",1104,1872,1041,1046,2115,1994,1202,795,574,942,746,949,611
"Mtfr1l",752,1008,1586,1413,999,1514,1100,1497,990,1974,1557,1836,1190
"C87436",65,128,231,175,112,257,196,272,164,324,286,297,187
"Tifa",0,0,1,5,47,40,30,110,77,235,205,218,116
"Chtf8",1974,2189,4622,4608,2842,5895,5441,5386,3691,5535,4670,4497,2711
"Tent5b",70,108,159,140,12,13,11,7,5,7,4,11,4
"Slitrk4",4,4,36,32,4,493,235,350,229,940,1322,1371,716
"Csnk2a2",1701,2041,4089,4102,2412,2354,1700,2156,1366,2472,1867,2141,1050
"Mapk10",7,14,78,113,1,30,6,63,22,166,106,246,75
"Hmga1",21046,25680,53408,50432,22118,3898,4346,710,972,1337,945,2443,1041
"Foxc2",13,24,10,1,1,2895,1265,473,356,332,297,214,138
"Igbp1b",5,7,0,6,1,0,0,0,0,0,0,3,0
"Bst2",614,666,2885,2775,525,16,78,29,46,79,137,144,139
"Nxph3",36,43,6,10,3,10,46,11,60,10,40,9,27
"Cdc42se1",1250,1906,1880,2271,1306,991,1024,1091,751,1240,1049,1236,796
"Cystm1",468,634,290,272,866,14,9,27,19,184,203,416,201
"Kctd11",36,31,98,72,187,191,222,215,128,210,222,320,150
"Gprc5a",398,549,26,23,103,92,53,33,36,108,64,125,63
"Fat4",13,4,20,34,1466,6702,5607,6312,4339,4370,6559,3795,3820
"Tmem45a2",14,14,16,27,0,0,1,1,0,0,4,2,2
"Selenov",2,2,1,3,13,0,1,0,1,3,1,0,2
"Ccdc66",202,238,307,285,243,307,289,444,370,608,473,312,199
"Mrps7",1791,1732,2136,2118,830,1752,1241,1573,988,1755,1597,1665,1056
"Fam83h",47,118,257,342,245,140,164,118,116,105,145,158,135
"Rhoj",3,0,0,1,47,102,114,529,293,1089,1175,1573,995
"8030474K03Rik",75,169,266,257,52,73,72,62,79,94,55,85,54
"Ttc6",0,1,4,1,0,0,2,2,0,1,2,5,0
"Epm2aip1",119,231,279,382,1057,2023,1906,2471,1903,3452,3378,2937,1906
"Riox1",709,846,1210,1339,523,424,475,354,268,350,408,373,287
"Zfp787",143,211,195,230,486,660,503,489,439,521,560,577,425
"Gpr61",0,0,1,0,0,3,0,5,1,7,7,2,0
"Ppp1r3b",100,89,59,63,115,351,251,1047,473,976,789,528,307
"Cldn12",481,564,963,1103,1076,990,841,763,535,1059,791,860,544
"Phgr1",0,0,0,0,0,0,0,0,0,0,0,2,1
"Mpeg1",4,1,0,0,0,43,10,19,6,30,11,27,30
"Cyren",52,57,137,149,105,95,110,103,82,137,141,106,85
"Lrrc75b",5,22,17,13,3,79,197,236,227,319,280,362,189
"Gltpd2",3,2,8,3,3,2,2,6,0,1,0,0,1
"Gchfr",4,4,27,46,24,5,10,2,3,3,10,11,7
"Ddit4l",237,315,310,535,142,267,181,121,62,178,178,170,121
"Slc39a3",182,330,90,105,165,770,548,592,440,880,701,944,653
"Fam187b",0,0,23,15,9,4,4,3,1,2,2,7,3
"Krt1",0,0,18,12,0,15,15,42,46,38,70,66,41
"Brox",572,857,785,1059,610,1137,958,1331,882,1547,1299,1351,647
"Ckap4",2176,3239,1532,2179,3947,5281,4605,5498,4335,7033,7646,7711,5052
"Vat1l",1,0,50,41,6,79,48,112,57,371,215,579,163
"Il1f10",0,0,0,0,0,0,1,0,0,0,3,1,0
"Spesp1",16,11,4,7,0,0,0,0,0,0,0,0,0
"Pip5kl1",9,23,39,33,5,17,12,5,1,5,2,5,4
"Hectd3",461,623,624,675,268,586,436,595,365,667,578,612,348
"Pramel12",194,316,358,520,464,604,582,581,465,738,673,552,350
"Fbl",6998,6656,8882,10762,5888,3359,3612,2539,2187,2438,2784,2479,1695
"Mbtps2",869,1639,1276,1934,1094,877,751,962,595,1158,827,1099,385
"Atxn1",35,29,62,61,112,83,56,270,103,272,310,304,105
"Irgm1",180,154,1174,2651,317,264,304,257,180,397,339,514,252
"Or1ab2",0,0,0,0,0,1,1,0,0,0,1,0,0
"Zfp740",1384,2000,2097,2336,1933,3242,4359,3907,3208,3799,3908,3113,2095
"Prl7a2",0,0,0,0,0,0,0,0,0,0,0,2,0
"Ltb4r1",11,17,6,16,5,2,1,0,2,3,1,5,1
"Tefm",801,805,658,718,355,401,286,422,267,464,296,297,184
"Myct1",0,0,0,0,0,8,60,22,45,62,75,44,49
"Gpr6",0,0,1,0,0,0,0,0,0,0,0,0,0
"Vmn1r193",0,0,0,0,0,6,0,0,0,0,0,0,0
"Csl",5,7,8,2,4,2,5,1,0,3,0,2,1
"Mageb16",1689,2109,862,1669,206,233,240,316,220,325,191,182,78
"Adck2",94,119,156,138,154,363,289,476,350,595,522,505,376
"Nqo2",543,601,973,1216,84,499,387,473,323,462,426,356,218
"Spz1",0,0,2,0,0,0,0,0,0,0,0,0,0
"Slc26a1",2,0,6,5,3,36,35,43,22,63,66,41,44
"Gpr156",1,1,10,2,1,5,21,6,14,9,18,13,9
"Zbtb21",590,980,1130,1045,896,660,604,780,496,764,736,669,417
"Pla2g4f",6,10,7,15,1,1,1,1,1,0,0,7,0
"Tshz1",21,54,6,2,175,3053,1859,1963,1511,2551,2869,2380,1395
"Tapt1",216,415,354,453,246,670,550,642,466,954,927,924,493
"Wdr27",6,4,3,7,8,8,6,9,7,9,17,14,8
"Mars2",236,478,474,466,436,165,186,181,170,222,193,176,98
