"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Napsa",0,3,1,1,0,0,0,2,0,1,0,0,0
"Vrk3",635,780,710,736,411,998,730,916,554,1038,819,980,623
"Smg9",545,895,855,795,553,492,319,369,281,374,305,496,307
"Paxip1",1107,1978,2140,1695,1351,1990,1486,1149,787,1344,1212,1299,938
"Rmnd5a",1748,2677,2569,3588,2145,4030,3847,3190,2376,3273,3238,2514,1512
"Mov10",5107,8979,872,1465,199,1831,1644,1260,1044,1630,1750,1825,1546
"Ppm1j",151,226,88,143,1,4,10,3,14,13,9,6,15
"Rhoc",271,254,559,523,194,2551,2802,2079,1872,2926,2810,2842,2249
"Tead3",67,100,176,181,99,764,708,807,752,1188,1324,1415,1131
"Ppard",431,869,589,566,856,779,574,652,528,668,618,633,496
"Def6",816,921,814,879,459,68,56,89,55,118,97,120,57
"Peg3",1533,3075,4878,8690,37238,151914,138030,116579,90832,106938,107712,68285,50600
"Zim1",5,4,8,12,27,42,114,23,122,64,242,67,150
"Metrn",399,486,710,757,145,1397,1136,596,477,720,740,804,692
"Lmf1",206,258,376,407,388,441,378,394,281,440,388,417,261
"Ciao3",278,404,458,467,201,389,298,456,264,521,413,446,280
"Angptl4",354,462,320,357,36,225,242,316,352,885,1501,1324,1153
"Dbf4",2234,3076,3569,4562,2133,1389,1542,1070,966,1239,1233,1029,639
"Daxx",1934,2529,2300,2495,988,1223,1044,890,689,1183,852,979,644
"Cd320",654,717,1086,1200,745,854,607,519,371,648,507,552,410
"Ipo4",2122,3071,3861,3974,1677,2544,1556,1668,1062,2450,2024,2880,1909
"Tm9sf1",426,656,671,768,819,1129,983,1024,818,1285,1303,1430,911
"Rec8",480,426,366,381,529,2119,728,859,291,1085,423,936,323
"Irf9",260,264,72,45,130,157,137,181,114,367,313,370,268
"Gmpr2",405,385,470,574,418,508,485,548,416,611,520,511,339
"Mdp1",323,496,530,596,489,616,504,757,593,870,717,643,478
"Dhrs1",322,378,235,256,485,1121,815,1043,724,1261,1046,1219,729
"Ncan",14,18,462,314,7,105,67,61,33,102,73,195,59
"Tmem161a",351,436,826,592,863,955,651,973,583,1030,735,1019,604
"Armc6",363,422,1027,797,192,396,220,346,153,405,259,456,257
"Borcs8",260,260,350,327,290,456,361,491,321,538,409,464,299
"Slc25a42",45,103,83,57,62,54,38,96,43,108,102,161,77
"Snx9",567,1002,675,906,778,894,898,1055,891,1489,1396,1260,803
"Ranbp3",2224,2981,3723,3624,1615,3090,2138,1924,1532,2777,2178,2646,1908
"Ndufa11",1773,2063,1992,1875,577,1388,994,1034,607,1125,1063,1441,1229
"Bmp8b",10,5,106,142,11,1,0,0,1,1,0,2,1
"Nr2f6",375,485,1518,1435,447,1638,1070,831,645,1112,1148,1641,1073
"Use1",971,905,1210,1355,711,1037,735,1094,714,1654,1073,1391,876
"Ocel1",119,101,60,68,33,28,12,29,26,61,37,72,27
"Dyrk1b",159,152,201,178,180,1613,1103,1050,624,820,755,860,557
"Braf",252,556,1292,1495,1400,1116,999,1088,744,1085,1055,863,486
"Ndufb2",763,731,662,939,458,673,666,830,567,1088,890,897,600
"Hltf",1013,1090,1120,1499,351,397,358,340,233,380,328,340,175
"Prpf6",2952,3569,3363,4116,2491,2784,2549,2638,1998,3082,2673,2405,1669
"Rgs19",215,274,768,686,522,676,545,577,414,862,543,753,533
"Rgs20",0,0,15,16,16,1,4,4,4,11,10,14,13
"Abhd3",10,14,5,14,9,3,5,4,5,3,8,1,2
"Snrpd1",2244,1886,2748,4420,2392,1852,3103,2565,2155,2251,2494,1331,1078
"Tchp",207,236,295,250,244,301,273,369,295,378,378,314,228
"Tiam1",419,675,747,709,1478,976,1048,964,876,1236,1447,1334,926
"Tsc2",1632,2990,3074,2855,1887,3202,2166,2668,1786,3402,2775,3234,2153
"Rpl3l",16,26,27,17,2,1,0,1,0,0,0,4,0
"Puf60",2846,3282,4594,4319,2630,5152,4171,3901,2890,4666,3860,4399,3056
"Golga2",681,774,485,491,657,1550,1256,1834,1418,2117,1968,1953,1291
"Uck1",380,685,766,836,407,850,747,663,567,919,853,759,628
"Scin",9,2,14,23,1,0,0,0,0,7,5,8,0
"Ikzf4",26,41,96,83,71,338,292,364,279,438,442,441,335
"Mien1",779,756,907,857,222,375,306,413,236,551,361,578,317
"Pon1",0,0,0,0,0,0,6,0,0,0,0,0,0
"Axl",37,38,30,32,81,2654,2684,3693,3463,4841,6570,4523,4250
"Tgfb1",121,150,246,151,1223,172,281,327,313,478,541,499,419
"Ccdc97",733,1060,1193,1005,907,1889,1228,1368,901,1426,1212,1500,1019
"Zfp40",55,80,122,199,70,183,195,334,254,457,372,277,180
"Akap8l",597,660,1367,1129,702,672,466,692,455,635,642,521,369
"Shh",4,4,0,0,344,118,68,47,33,88,85,139,64
"Pdcd2l",808,822,837,968,462,424,383,359,275,440,355,338,278
"Gtf2f1",2254,2053,2361,2366,1649,1042,994,1140,926,1281,1254,958,565
"Clpp",1756,2076,2495,2509,820,981,617,896,604,1166,989,1048,753
"Alkbh7",436,506,510,468,165,370,287,350,213,396,286,311,249
"Pspn",0,0,0,0,1,0,0,0,0,0,0,0,0
"Dennd1c",79,77,95,82,69,63,41,13,14,16,13,20,17
"Med6",506,597,671,723,617,744,755,788,621,903,729,547,399
"Prkd1",103,125,122,175,1017,392,387,320,304,495,523,473,283
"Lcp2",2,1,0,3,0,0,0,0,4,1,2,1,4
"Cse1l",5323,7486,9097,12713,5509,5332,4524,3646,2978,5000,4274,4358,2617
"Naa20",1070,1061,1647,2118,1154,628,703,764,564,887,712,657,485
"Prkra",141,173,330,327,400,1160,1077,941,779,1095,999,833,579
"Fkbp7",31,42,19,19,97,343,367,632,390,747,746,520,390
"Plekha3",743,1146,838,1013,731,729,504,502,292,655,531,634,344
"Ykt6",2172,2401,3373,3439,1650,4086,2924,3733,2310,4790,4147,4435,2806
"Baz1b",2659,3670,3679,4256,4824,6816,8273,6813,6025,7533,7875,5921,4102
"Pex6",344,475,604,629,686,1039,805,914,684,1145,1074,1213,866
"Mrpl2",1966,2059,2920,2552,1210,1301,951,1064,741,1319,1026,1132,788
"Mea1",1105,998,1800,1719,692,1297,1170,1517,1114,2029,1578,1610,1126
"Gnmt",7,11,55,44,9,3,2,1,0,5,0,5,1
"Grin2d",10,35,56,57,34,61,24,51,39,77,85,118,80
"Kdelr1",1205,1592,960,1111,1768,2841,2305,2869,1954,3329,3443,3530,2524
"Tmem143",235,432,340,311,239,307,202,289,220,356,315,367,273
"Ggct",447,420,812,1162,88,26,32,49,37,49,35,56,22
"Jag2",264,437,1272,1009,127,79,42,50,51,104,86,165,105
"Btbd6",126,187,438,415,191,283,257,363,238,532,381,550,329
"Nudt14",253,244,591,598,187,300,275,299,228,366,385,342,262
"Epdr1",35,100,214,206,68,221,134,214,129,310,170,274,110
"Flii",1815,1972,2689,1981,1262,3696,2464,3357,1958,4001,3136,4131,2444
"Top3a",775,929,777,618,488,1006,804,758,543,967,801,890,478
"Atg4d",720,1077,647,916,198,491,382,277,189,303,266,297,173
"Qtrt1",724,862,865,775,583,475,331,310,193,401,335,350,251
"Plin4",0,0,1,0,1,0,1,0,0,2,0,1,1
"Hdgfl2",2027,2187,3486,3515,2073,2373,2385,2330,1820,2474,2315,1983,1328
"Chaf1a",1950,2264,2940,3211,2044,3048,3295,2008,2044,2395,2670,2216,1660
"Adprh",3287,4965,1486,1838,1772,3386,2743,2785,2000,3320,3009,3143,2260
"Tmem39a",1576,2398,1481,1567,931,827,812,710,660,1017,808,923,677
"Timmdc1",457,499,924,944,454,459,422,431,336,450,434,340,245
"Pla1a",335,386,35,51,6,1,0,0,0,3,1,9,0
"Mcm2",7400,12708,13692,16434,4897,5347,5668,3527,3145,4050,3839,3718,2498
"Tpra1",145,171,286,204,264,266,234,246,154,344,249,417,304
"Nab1",108,162,213,285,722,809,673,686,468,925,872,839,546
"Adgre5",865,1834,169,218,151,144,104,187,193,475,577,631,484
"Il17ra",160,186,224,240,692,70,70,97,48,182,172,298,148
"Lamb1",480,887,5152,6947,11202,2784,3839,3231,2888,4926,4768,5160,3434
"Kcnn1",45,66,65,47,48,130,115,177,126,206,174,188,132
"Arrdc2",147,199,212,153,53,64,47,61,37,81,48,73,38
"Ppp1r17",0,0,0,0,1,8,1,11,2,13,2,10,1
"Cd36",0,0,0,1,6,3,7,3,8,14,44,2,36
"Map2k7",1506,1784,2248,1638,1167,3286,2064,2248,1446,2308,1708,2226,1468
"Timm44",824,858,1468,1338,1654,1392,1179,1404,926,1576,1368,1243,740
"Ap2a2",2581,4906,4423,4721,2662,3290,2713,2654,2067,3488,3252,3887,2353
"Pnkp",645,677,840,814,412,597,382,540,329,499,476,428,364
"Med25",1858,3064,3902,3397,2436,3062,2085,2173,1620,2435,2184,2490,1880
"Bcam",537,1098,1358,2036,604,387,561,255,409,393,485,612,402
"Clptm1",2393,4146,4534,5614,3062,4577,3083,3585,2337,4342,3443,4084,2705
"Relb",970,1209,135,143,139,86,62,105,46,113,116,182,121
"Tomm40",5175,7720,8779,9117,2615,2046,1561,1238,959,1520,1232,1639,1208
"Apoe",9459,14385,4037,7165,2614,806,1026,1200,994,1693,1785,1820,1313
"Apoc2",229,189,102,179,0,3,0,0,0,9,0,5,2
"Hbp1",722,1130,892,1209,793,3881,3410,4098,3176,4522,3926,3122,2325
"Prkar2b",30,66,215,314,62,584,681,538,530,608,709,544,380
"Cdkn1b",415,574,474,469,176,1292,818,1095,820,1477,1244,1302,813
"Klf4",2966,6620,45,68,247,79,43,232,95,350,241,373,230
"Ap1m1",1478,1776,1091,1014,1038,3194,1987,2596,1627,2805,2197,2811,1678
"Rab8a",2272,2160,2163,2249,1539,2756,2413,3044,2013,3320,2815,2659,1530
"Hmgn2",2489,2940,6822,8500,3526,10336,12431,14633,12749,17215,16232,11246,9086
"Fam32a",1794,1706,2325,2520,835,2077,1952,2572,1659,2936,2149,2427,1374
"Elf3",2698,3869,225,368,392,88,89,27,25,63,26,164,29
"Stard3nl",11,14,43,42,87,183,264,211,234,300,291,256,210
"Stk11",1144,1246,1637,1756,1052,1776,1680,1623,1234,2014,1977,1859,1388
"Efna2",133,191,147,159,272,1388,1288,959,723,952,1102,964,864
"Ppp5c",1342,1981,4095,4114,2068,1631,1381,1417,1072,1908,1603,1598,1113
"Cdk12",1726,2788,3962,3486,1966,2767,2238,1975,1431,2039,2119,1664,943
"Lipe",295,472,193,141,112,387,282,337,179,367,332,379,287
"Pafah1b2",1130,1604,2173,2456,2618,7777,5885,5825,3807,7044,5831,5679,3405
"Tbc1d8",163,349,154,236,64,67,52,48,46,127,155,161,155
"Cnot11",1386,1920,1777,2037,1069,1700,1474,1447,1017,1539,1428,1409,900
"Slc2a3",17863,34136,4159,5566,21377,659,374,459,322,942,718,1562,766
"Foxj2",387,769,539,458,154,522,486,657,524,867,894,934,556
"Sri",312,243,227,274,338,1217,1008,1612,1083,1980,1688,1599,1094
"Dgcr2",1357,2972,2566,2966,2140,5349,4283,4092,3114,5237,4745,5184,3803
"Irf3",319,409,554,517,423,711,595,748,492,802,751,764,495
"Bcl2l12",136,184,177,168,138,293,279,269,211,336,279,337,214
"Zfp959",125,120,155,188,143,189,155,221,158,278,177,158,100
"Mpnd",1582,1787,1561,1591,1261,2865,2099,2309,1479,2611,2039,2190,1483
"Sh3gl1",1063,1670,1957,2119,1251,1812,1693,1497,1246,1917,2045,2113,1539
"Ebi3",3,6,0,3,0,4,2,0,0,2,2,4,2
"Yju2",258,353,454,478,191,346,321,382,342,403,381,346,223
"Ranbp2",2927,5407,5296,8266,5261,5395,5317,5583,4189,6172,6198,4964,2648
"Edar",0,0,3,5,125,1,0,1,2,1,0,2,2
"Grk5",147,244,150,188,135,1876,1521,1263,789,1709,1891,1511,1148
"Dvl3",600,1083,850,737,1105,2693,2063,2049,1623,2137,2270,2018,1434
"Abcf3",995,1191,977,1209,847,1163,987,1164,897,1406,1326,1104,844
"Eif2b5",7316,9699,5957,7252,2814,2322,2125,2077,1583,2257,2174,1870,1309
"Cyth2",997,1330,1316,1477,1351,2341,1874,1911,1424,1789,1569,1552,1041
"Sult2b1",28,32,40,25,40,3,0,1,1,2,3,13,1
"Car11",42,21,30,34,130,189,185,200,190,261,318,216,203
"Dlgap1",75,100,51,61,44,45,51,372,125,556,464,450,176
"Plag1",33,76,108,105,144,415,515,391,350,354,482,238,215
"Hck",11,25,16,12,2,0,0,1,0,6,5,14,10
"Mrpl4",1346,1665,1688,1654,893,1013,885,873,576,1074,944,1043,759
"Keap1",1044,1663,566,758,630,1413,1161,1251,934,1489,1760,1539,1254
"Ap1m2",110,74,326,313,131,3,2,2,2,1,10,33,8
"Glg1",3748,5748,5367,5261,3949,7799,6131,7926,4813,9444,7066,8249,4690
"Atp8b3",18,17,76,56,11,12,10,9,10,13,14,16,10
"Btbd2",1662,2751,2785,2531,1138,2834,1735,1919,1331,2485,2088,2636,2065
"Csnk1g2",2269,2689,4834,5343,3224,4219,4531,3020,2979,3537,4158,3548,2902
"Abhd17a",1536,1986,2018,2233,864,1468,1028,1048,742,1312,1203,1558,1097
"Mob3a",436,521,509,652,562,1184,923,1103,665,1101,1071,1150,863
"Cacnb3",416,549,830,954,276,2984,2391,2108,1764,2509,2364,2523,1957
"Ccdc65",11,6,18,13,8,17,12,37,19,48,37,46,40
"Fkbp11",368,213,612,594,181,50,70,74,61,142,145,137,96
"Ddx23",2626,3008,3819,4292,1781,2444,2320,2362,1894,2578,2609,2326,1400
"Pld3",917,1308,1062,1263,1141,1745,1056,2067,1206,2753,2435,3134,2074
"Grik5",33,44,452,292,325,1983,863,1258,824,1588,1227,1645,985
"Cd79a",4,1,59,56,16,2,0,1,1,0,4,0,0
"Rabac1",935,1114,875,1081,522,533,332,536,301,757,699,1097,698
"Etv3",389,684,361,486,658,836,883,890,648,832,848,664,465
"Prkcsh",3282,3752,4213,4029,2549,3191,2643,2939,2120,3729,3047,3247,2111
"Elavl3",36,81,249,157,2,77,8,93,26,232,149,336,96
"Rab3b",109,143,100,106,18,61,43,44,33,39,52,78,45
"St8sia6",331,363,125,111,7,49,12,32,13,33,18,16,14
"Fcgrt",197,416,24,27,4,78,132,288,273,557,846,713,849
"Nosip",1672,1714,1940,1941,807,1385,999,1232,939,1404,1303,1345,896
"Pih1d1",952,1011,1544,1322,610,1123,891,847,653,1179,887,1208,828
"Rps11",15940,21245,25954,30246,12833,14944,14476,11041,8406,13375,11305,11237,9106
"Supt5",4100,5114,6078,6268,3826,4474,3977,4144,3043,4423,4205,3965,2682
"Dll3",7,21,330,384,134,61,6,16,5,17,5,32,7
"Paf1",1480,1190,1986,2022,1335,1598,1633,2044,1400,1917,1777,1448,868
"Timm50",1583,1850,3279,3569,1139,1388,1092,913,768,1238,1064,1317,906
"Med29",826,741,981,943,406,756,570,595,462,786,581,722,600
"Bicd1",133,245,383,443,121,1049,774,884,580,931,745,582,232
"Ncstn",904,1575,1645,1836,1979,3540,2773,2998,1986,3312,2699,3244,1840
"Pex19",1147,1849,1823,2107,1353,3932,2987,2893,2295,3675,3008,2863,2069
"Phyhip",27,20,229,157,100,3,6,1,0,4,8,19,13
"Crhr2",23,34,19,13,1,2,0,4,0,4,0,5,1
"Inmt",0,0,0,0,0,0,2,1,0,0,1,2,4
"Cyp4f18",0,0,0,1,1,1,0,0,0,0,0,3,1
"Impdh1",1128,1726,2477,2472,1163,547,481,314,223,341,347,516,342
"Psg18",0,0,0,0,0,0,0,0,2,0,0,2,4
"Dusp3",112,155,1035,809,77,242,221,336,229,545,528,658,401
"Prodh",180,181,542,584,211,64,59,87,74,76,95,59,46
"Ess2",704,678,934,877,471,937,846,1004,841,1065,1051,1014,740
"Slc25a1",3371,5149,3660,4002,1665,1417,1020,1193,705,1450,1017,1657,943
"Dgcr6",533,582,836,824,527,865,642,674,487,1043,768,854,682
"Ddr1",191,318,2150,2381,297,1470,1390,2021,1896,2741,3106,3372,2463
"Ier3",50,65,170,197,164,27,58,35,27,44,163,51,39
"Fosb",5,5,5,7,480,11,9,4,4,10,16,12,10
"Klc4",289,422,280,344,308,806,733,636,502,614,544,612,400
"Ercc1",381,409,534,500,369,515,339,430,259,454,342,404,325
"Cyp17a1",0,0,3,0,0,2,1,6,0,6,4,24,10
"As3mt",77,104,140,199,188,48,85,42,52,60,71,57,45
"Homer3",615,789,382,281,683,2402,2087,1436,1069,1603,1410,1576,1086
"Crtc1",191,416,398,367,221,1517,926,1572,918,1963,1487,2101,1206
"Rnf215",117,166,149,111,93,339,204,437,258,578,468,545,318
"Sec14l2",146,187,163,160,199,99,78,47,48,44,42,52,36
"Aven",834,1085,495,776,658,265,346,273,225,247,326,212,179
"Cp",0,0,0,0,0,0,0,0,0,0,2,4,1
"Crot",627,739,493,733,834,1154,1069,1259,787,1492,1159,1128,615
"Rps6ka1",2541,4769,3485,4265,2418,883,1067,524,522,722,652,903,541
"Calb2",19,13,49,53,27,2,0,1,2,1,0,6,0
"Snrnp200",6779,13828,11534,15713,7768,8624,7935,6561,5247,6535,6333,5529,3964
"Ciao1",1015,996,1038,1316,742,676,739,864,568,796,720,766,418
"Has1",0,0,5,5,0,0,0,0,0,0,0,0,0
"Taf6l",479,846,443,483,410,861,627,646,433,690,589,707,524
"Insig2",229,265,257,358,242,292,290,408,299,541,389,379,213
"Kpna6",1840,3050,4787,4891,2313,1580,1479,1798,1133,2303,1912,2173,1084
"Man1a",66,102,128,137,130,2767,2006,3291,1621,4164,2553,2839,1304
"Itpkc",354,431,261,291,246,479,406,406,315,465,445,415,299
"Coq8b",239,323,268,268,157,394,232,334,209,403,402,389,300
"Brd8",1542,2314,2096,2293,1544,2647,2586,2637,2133,2916,2421,2423,1332
"Kif20a",3667,6322,5771,6285,2148,3301,3572,2809,2622,3210,3142,3057,2046
"Farsa",2070,2110,3250,2844,1185,1690,1136,1210,723,1458,1018,1460,773
"Gcdh",877,897,766,1034,541,667,533,735,432,945,591,682,374
"Mast2",1074,1964,2060,1833,1372,2765,2114,1984,1346,2801,2292,2880,1773
"Dnase2a",817,1069,363,391,241,192,160,247,136,347,253,326,190
"Rad23a",1887,1864,2872,2672,1452,1339,911,1030,641,1265,943,1297,752
"Calr",13639,14661,12553,16246,7191,17833,14822,20979,15530,23895,24232,18688,14204
"Syce2",987,844,2447,2013,244,294,370,250,258,426,315,384,272
"Nfat5",187,391,511,323,1128,2438,1527,2198,1243,2619,2265,2367,1360
"Nob1",1504,1718,2678,2677,1295,1161,882,807,532,911,623,808,452
"Nqo1",3567,5754,2753,4401,56,85,75,149,109,216,148,239,101
"Ppfia3",278,367,207,174,56,122,78,105,56,121,102,132,80
"Gys1",1192,1977,1494,1347,920,1375,1191,1468,1010,1502,1360,1284,986
"Ruvbl2",4062,5403,8183,9191,3249,2926,2398,2047,1607,2541,2019,2293,1526
"Lin7b",1,8,9,7,0,1,0,2,2,1,2,7,1
"Bax",4591,5393,6428,6879,2729,1705,1862,1467,1022,1555,1497,1659,1038
"Il7r",0,0,0,0,0,0,0,0,0,0,1,0,3
"Tfam",1524,1572,2039,2889,1465,1296,1708,1437,1194,1534,1513,1195,768
"Zfp81",178,196,278,441,315,867,848,1133,790,1291,1190,737,526
"Efnb3",59,62,19,32,418,2692,2998,2348,2362,2590,2854,2584,2021
"Mmd",101,141,155,122,1022,2861,2109,2910,1689,3097,2116,2082,1217
"Hlf",7,22,33,68,4,86,54,307,130,399,273,262,154
"Fam162a",695,635,1282,1640,1278,709,1017,755,776,924,778,688,552
"Rpl8",31118,31870,41170,50821,25372,22480,21514,16434,13347,19313,19301,17631,13448
"Grm3",0,0,0,0,0,7,2,44,8,72,72,70,58
"Ssbp2",88,142,238,269,133,2093,1689,2833,1883,3140,2459,2257,1458
"Fancl",690,537,987,1153,235,669,467,616,384,756,456,451,288
"Brinp2",5,11,86,105,3,31,8,11,8,9,13,30,12
"Gstm5",114,123,279,298,740,945,898,1030,864,1239,1130,892,821
"Gstm7",31,23,42,56,35,526,459,498,409,383,317,253,173
"Gstm3",311,369,90,150,2,3,2,2,0,5,1,49,4
"Stat3",1747,2547,638,702,1960,1520,984,1530,962,3822,3310,6308,2629
"Stat5a",75,115,91,114,465,34,58,61,56,85,101,162,95
"Cavin1",142,164,354,353,510,181,339,1062,1070,3157,4862,5707,3591
"Map3k11",331,781,542,584,986,1651,1512,913,742,939,844,972,660
"Akt2",1291,2167,1611,2040,1788,4009,3418,3288,2546,3705,3902,3582,2828
"Dnaja3",1809,2412,2239,2698,1226,972,1044,1020,819,1246,1324,1083,743
"Hmox2",823,814,1076,1071,1005,1491,1287,1779,1268,2384,1809,1936,1211
"Cdip1",664,1121,1072,985,1501,2747,2445,2586,1773,3007,2272,2483,1600
"Map3k20",300,468,576,643,993,556,711,580,432,445,742,457,282
"Cwc15",1657,1315,1665,2164,1418,1623,2017,2229,1620,2259,1906,1481,999
"Col5a3",60,122,39,66,1,26,18,29,25,29,41,106,56
"Dnmt1",5343,8749,7738,8025,3639,7277,7147,5546,4729,6720,6302,6238,4041
"Ppan",2495,2907,3516,3519,1392,860,597,494,353,642,571,710,458
"Angptl2",15,45,27,32,299,1545,1702,1427,1277,1689,1727,1744,1445
"Cacna1e",2,8,0,4,1,102,102,140,102,117,74,135,28
"Cacna1b",2,7,457,474,69,42,25,66,54,133,98,253,104
"Trmt10a",586,669,859,1094,363,366,377,267,227,344,298,250,167
"Etv1",177,338,605,905,165,1630,1254,2103,1218,1627,1094,1046,583
"Kifc2",7,9,18,8,14,40,27,58,32,68,70,90,47
"Psap",6093,10982,5835,6794,5635,8854,6817,8256,6408,12126,11406,12722,9077
"Ikbkg",301,650,564,661,397,772,600,867,531,1101,873,869,497
"Pax2",11,22,2,7,26,1,2,0,5,4,5,1,4
"Wars2",97,178,164,174,249,328,347,297,237,381,324,349,223
"Atn1",1040,2026,1541,1082,2775,6339,4036,5498,3631,6294,6073,6839,5178
"Phb2",8206,8777,11721,13066,4976,4909,3753,3406,2428,4473,3649,4245,2904
"Ptpn6",926,924,490,406,474,100,163,79,116,48,70,49,47
"Eno2",23,31,23,10,108,68,71,156,92,204,104,242,143
"Emg1",2457,2639,4220,5247,1874,1738,1869,1312,1111,1469,1529,1337,934
"Lpcat3",1253,1649,1325,1441,1992,1269,887,1145,833,1425,1434,1609,995
"Atp6v1f",1243,1654,2452,2297,1177,1185,983,1386,874,1703,1136,1387,1169
"Il12b",3,0,0,0,0,0,0,0,0,0,0,0,0
"Clcn5",134,479,1808,2373,4415,2755,2672,2362,1904,2589,2802,2716,1662
"Clcn3",1164,1650,2625,2805,1570,904,506,1071,528,1170,641,1036,293
"Hif3a",35,57,341,333,230,574,511,1419,847,1578,1496,1516,1329
"Gpx6",33,41,17,24,2,0,2,0,0,0,1,2,0
"Pde1c",4,11,54,86,5,59,41,87,49,85,60,53,24
"Utp20",2251,4649,6163,8648,3675,1978,2076,1763,1454,1846,1776,1652,970
"Spic",645,661,0,0,0,1,0,0,0,2,0,1,0
"9330159F19Rik",0,0,7,10,13,25,14,33,22,85,36,107,15
"Cul3",2592,3026,3127,4233,2951,4243,3399,3676,2845,4400,3887,3165,1943
"Sst",8,2,5,1,4,24719,13769,1421,1699,511,391,142,161
"Il11",0,0,3,5,5,1,0,0,0,0,1,0,0
"Large1",414,733,271,377,518,4838,2804,2416,1529,3163,2207,2931,1471
"Ddx56",3556,3799,6651,6050,1604,2218,1354,1728,1103,2112,1610,2077,1279
"Tmed4",602,740,1030,988,834,2039,1391,2291,1165,2712,2030,2238,1372
"Col26a1",9,24,146,157,2093,2338,1999,1272,1247,1577,2492,1655,1715
"Bid",810,1116,1164,1130,670,124,107,87,62,157,143,209,84
"Ralb",1173,1992,587,728,979,1183,1521,1750,1433,2103,2443,1857,1364
"Ppp1cc",7643,9308,8534,10766,7475,8776,7015,6263,4792,7418,7114,6379,4449
"Dnajb11",1877,1786,2141,2769,1247,1319,1243,1641,1144,1910,1776,1516,1001
"Tbccd1",317,543,547,495,431,568,518,569,428,585,548,469,343
"Clec11a",3,13,20,32,12,47,34,55,41,63,64,76,81
"Zfp324",69,164,114,138,93,604,528,786,504,898,804,940,567
"Gab2",57,46,25,37,115,680,580,750,601,826,1268,759,571
"Coro1c",5308,6508,7960,9351,4002,4283,4199,4229,3292,4445,4739,4292,2744
"Tax1bp1",1913,2549,2988,3450,2197,2772,3026,3232,2720,3518,3482,2766,1593
"Psg17",0,0,2,0,0,0,0,0,0,4,0,2,0
"Psg19",2,2,0,0,0,0,2,0,0,0,0,1,1
"Ctse",0,0,0,0,0,0,0,0,0,0,2,3,1
"Ndrg2",273,264,355,357,219,150,256,152,200,276,317,435,274
"Mettl17",335,331,518,405,157,378,256,218,168,278,162,250,187
"Arhgef40",76,119,284,128,192,2064,1991,2438,2023,3065,3024,3086,2249
"Pnpla6",1660,2078,3678,3572,967,1276,667,962,479,1147,698,1457,580
"Mcoln1",586,689,1336,1159,773,805,382,590,333,789,464,763,386
"Arhgef18",1955,2888,1895,1684,486,1267,827,1255,710,1511,1022,1600,729
"Pkn2",1233,2039,2289,2920,2351,2319,2297,2142,1626,2650,2467,2202,1332
"Cd33",0,0,0,2,0,0,0,0,0,0,1,0,2
"Etfb",2483,2374,1522,1663,428,1992,1715,2506,1850,3059,2849,2459,1575
"Nkg7",0,0,0,0,5,0,1,0,0,0,0,0,0
"Stxbp2",1543,1319,2094,1717,1085,830,513,648,414,767,499,715,341
"Pcp2",1,6,41,27,0,3,0,0,2,0,0,0,2
"Sgce",21,18,156,224,666,768,640,974,783,1670,1538,1677,1219
"Chn2",66,146,65,108,79,123,134,144,100,234,208,258,134
"Wwox",159,182,150,101,510,398,295,353,232,548,372,546,270
"Slbp",1495,1725,2405,3103,1519,1621,1692,1613,1398,2079,1968,1693,1041
"Tyr",0,0,2,6,0,0,0,0,0,1,0,0,0
"Aqp1",0,1,0,0,0,32,10,113,59,196,130,369,174
"Arid3b",883,1367,2271,2489,7193,1386,950,490,370,286,152,165,93
"Cnn2",233,399,1520,1624,650,970,1445,2420,2032,5046,4569,6070,4149
"Polr2e",3769,4441,3947,4541,1617,1869,1885,1428,1206,1704,1870,1696,1355
"Abca13",8,8,12,14,0,2,0,2,0,10,6,6,7
"Myo9b",1103,1702,2612,1842,1222,2878,1699,2542,1450,3584,2490,3711,1962
"Hdac9",10,25,121,110,13,219,75,183,91,187,203,115,84
"Ly9",0,0,1,0,0,0,0,0,0,0,0,0,0
"Cd244a",1,0,0,0,3,0,3,2,3,3,3,3,0
"Adgre1",0,0,0,1,0,1,2,5,0,7,3,6,10
"Mtfp1",474,382,507,330,206,175,209,138,103,194,122,178,100
"Rab23",413,639,669,902,561,662,859,940,677,1040,1129,972,547
"Rab11a",1028,1128,1314,1741,1021,1662,1251,1878,1319,2868,2144,2365,1570
"Eif2b2",1519,1663,1875,1878,1147,1446,1041,955,694,1042,938,901,708
"Dlst",2519,3148,4743,5005,2406,3211,2633,2740,1881,3085,2799,2818,1900
"Pgf",9,12,24,16,60,210,253,212,203,346,351,225,256
"Ulk2",115,256,292,268,283,1926,1330,2058,1212,2857,2129,2806,1426
"Ccl24",0,0,0,0,0,0,0,1,0,0,5,13,0
"Dgkq",146,276,345,263,188,420,267,325,255,403,309,368,225
"Grap",2,11,0,2,1,10,31,10,30,39,64,14,32
"Chmp2b",505,657,587,829,913,853,782,1337,849,1731,1581,1476,788
"Plod3",806,1102,1183,1278,945,1385,980,1120,791,1520,1493,1838,1280
